simFrame,simTime,wheelId_1,flags_1,wheelX_1,wheelY_1,wheelId_2,flags_2,wheelX_2,wheelY_2,wheelId_3,flags_3,wheelX_3,wheelY_3,wheelId_4,flags_4,wheelX_4,wheelY_4,id,lateralDist,yawRel,type,id.1,lateralDist.1,yawRel.1,type.1,id.2,lateralDist.2,yawRel.2,type.2,id.3,lateralDist.3,yawRel.3,type.3,id.4,lateralDist.4,yawRel.4,type.4,id.5,lateralDist.5,yawRel.5,type.5,id.6,lateralDist.6,yawRel.6,type.6,id.7,lateralDist.7,yawRel.7,type.7,id.8,lateralDist.8,yawRel.8,type.8,id.9,lateralDist.9,yawRel.9,type.9,id.10,lateralDist.10,yawRel.10,type.10,id.11,lateralDist.11,yawRel.11,type.11,id.12,lateralDist.12,yawRel.12,type.12,id.13,lateralDist.13,yawRel.13,type.13,objectId_0,X_0,Y_0,yaw_angle_0,Vx_0,Vy_0,Ax_0,Ay_0,objectId_1,X_1,Y_1,yaw_angle_1,Vx_1,Vy_1,Ax_1,Ay_1,objectId_2,X_2,Y_2,yaw_angle_2,Vx_2,Vy_2,Ax_2,Ay_2,playerId,lightMask,playerId.1,lightMask.1,playerId.2,lightMask.2,playerId.3,lightMask.3,playerId.4,lightMask.4,playerId.5,lightMask.5
872,14.5166674238,1.0,                    0x1,108.102481907,-5.1032609207,2.0,                    0x1,107.9570128993,-6.5760942142,3.0,                    0x1,106.2005593361,-6.4026125728,4.0,                    0x1,106.3460283438,-4.9297792793,0,1.7117396593,6.4241e-05,2,1,1.7108591795,0.0005770162,2,2,-1.6171963215,6.4241e-05,1,3,-1.6253342628,0.0004503385,1,4,5.7067399025,6.4241e-05,1,5,5.7055654526,0.0006210117,1,6,-4.7021961212,6.4241e-05,1,7,-4.7026853561,-0.0001633803,1,8,9.8319530487,6.4241e-05,2,9,9.8301773071,-0.0013717692,2,10,-8.2671966553,6.4241e-05,1,11,-8.2674541473,-0.0002434889,1,12,13.4919528961,6.4241e-05,1,13,13.4903707504,-0.0013423074,1,2,138.6741429564,-9.2949495094,-0.1186245158,-4.0763964653,0.2915088534,0.0016727909,0.0908207535,1.0,106.2732938399,-5.666195926,-0.0984488353,9.5929040909,-0.9490406513,-0.0020335675,-0.0938478038,,,,,,,,,3,                  0x400,3,                  0x400,2.0,                  0x400,1.0,0,,,,
873,14.5333340913,1.0,                    0x1,108.2624531461,-5.1194002414,2.0,                    0x1,108.1167458077,-6.5922099759,3.0,                    0x1,106.3603203402,-6.4184441089,4.0,                    0x1,106.5060276786,-4.9456343744,0,1.711789012,6.44642277620733e-05,2,1,1.7109819651,0.0006735692,2,2,-1.6172456741,6.44642277620733e-05,1,3,-1.6253174543,0.0004292837,1,4,5.7067890167,6.44642277620733e-05,1,5,5.7056913376,0.0006207518,1,6,-4.7022457123,6.44642277620733e-05,1,7,-4.7026658058,-0.0002134482,1,8,9.8316736221,6.44642277620733e-05,2,9,9.8299770355,-0.0013880689,2,10,-8.2672452927,6.44642277620733e-05,1,11,-8.2674379349,-0.0002554099,1,12,13.4916734695,6.44642277620733e-05,1,13,13.4901733398,-0.0013675236,1,2,138.7660846562,-9.3059091764,-0.1186335757,-4.0763678551,0.293024838,0.0017064677,0.0908893913,1.0,106.4331740094,-5.6820392416,-0.0986106545,9.5928697586,-0.9506047964,-0.0020591528,-0.0938483253,,,,,,,,,3,                  0x400,3,                  0x400,2.0,                  0x400,1.0,0,,,,
874,14.5500007588,1.0,                    0x1,108.4224237629,-5.1355656464,2.0,                    0x1,108.2764780976,-6.6083517834,3.0,                    0x1,106.5200807717,-6.4343016953,4.0,                    0x1,106.666026437,-4.9615155584,0,1.7118383646,6.46854314254597e-05,2,1,1.7111003399,0.0005781107,2,2,-1.6172950268,6.46854314254597e-05,1,3,-1.625305295,0.0002122254,1,4,5.7068386078,6.46854314254597e-05,1,5,5.7058129311,0.0005635226,1,6,-4.7022948265,6.46854314254597e-05,1,7,-4.7026510239,-0.0002620856,1,8,9.8313932419,6.46854314254597e-05,2,9,9.8297719955,-0.0014040137,2,10,-8.2672948837,6.46854314254597e-05,1,11,-8.2674255371,-0.0002654234,1,12,13.491394043,6.46854314254597e-05,1,13,13.4899711609,-0.0014163377,1,2,138.8580262625,-9.3168696281,-0.1186421588,-4.0763392448,0.294541955,0.0017402454,0.0909568795,1.0,106.5930536044,-5.6979086269,-0.0987724736,9.5928354263,-0.9521690011,-0.0020849777,-0.0938488767,,,,,,,,,3,                  0x400,3,                  0x400,2.0,                  0x400,1.0,0,,,,
875,14.5666674264,1.0,                    0x1,108.5823937531,-5.1517571363,2.0,                    0x1,108.4362097648,-6.6245196371,3.0,                    0x1,106.6798406265,-6.4501853327,4.0,                    0x1,106.8260246149,-4.9774228318,0,1.7118878365,6.49046123726293e-05,2,1,1.7112145424,0.0004806033,2,2,-1.6173443794,6.49046123726293e-05,1,3,-1.625297308,0.0001990884,1,4,5.706887722,6.49046123726293e-05,1,5,5.7059307098,0.000563244,1,6,-4.7023444176,6.49046123726293e-05,1,7,-4.7026405334,-0.0003083388,1,8,9.8311138153,6.49046123726293e-05,2,9,9.8295621872,-0.0014526676,2,10,-8.2673444748,6.49046123726293e-05,1,11,-8.2674179077,-0.0003131072,1,12,13.4911136627,6.49046123726293e-05,1,13,13.4897642136,-0.0014405663,1,2,138.9499677774,-9.3278308466,-0.1186507419,-4.0763087273,0.2960600853,0.0017738599,0.0910232298,1.0,106.7529326207,-5.7138040822,-0.0989342928,9.5927991867,-0.9537331462,-0.0021107786,-0.0938494727,,,,,,,,,3,                  0x400,3,                  0x400,2.0,                  0x400,1.0,0,,,,
876,14.5833340939,1.0,                    0x1,108.7423631009,-5.1679747235,2.0,                    0x1,108.5959407822,-6.6407135486,3.0,                    0x1,106.8395998789,-6.4660950192,4.0,                    0x1,106.9860221975,-4.9933561941,0,1.7119373083,6.5129243012052e-05,2,1,1.7113245726,0.0005709649,2,2,-1.6173938513,6.5129243012052e-05,1,3,-1.6252936125,0.0001899201,1,4,5.7069373131,6.5129243012052e-05,1,5,5.7060437202,0.0005060056,1,6,-4.7023940086,6.5129243012052e-05,1,7,-4.7026343346,-0.0002840201,1,8,9.8308334351,6.5129243012052e-05,2,9,9.8293485641,-0.0014678967,2,10,-8.2673940659,6.5129243012052e-05,1,11,-8.267414093,-0.0003202597,1,12,13.4908332825,6.5129243012052e-05,1,13,13.4895524979,-0.0014642936,1,2,139.0419092029,-9.3387928144,-0.1186593249,-4.0762786865,0.2975792885,0.0018074857,0.0910884258,1.0,106.9128110382,-5.7297256066,-0.0990961194,9.5927639008,-0.9552972913,-0.0021367304,-0.0938500986,,,,,,,,,3,                  0x400,3,                  0x400,2.0,                  0x400,1.0,0,,,,
877,14.6000007614,1.0,                    0x1,108.9023318883,-5.1842187643,2.0,                    0x1,108.7556709909,-6.6569338493,3.0,                    0x1,106.9993583985,-6.4820307985,4.0,                    0x1,107.1460192958,-5.0093157135,0,1.7119867802,6.55232361168601e-05,2,1,1.7114305496,0.0004695242,2,2,-1.6174432039,6.55232361168601e-05,1,3,-1.6252938509,0.0001848852,1,4,5.7069869041,6.55232361168601e-05,1,5,5.706152916,0.0005058866,1,6,-4.7024431229,6.55232361168601e-05,1,7,-4.7026319504,-0.0003264586,1,8,9.8305530548,6.55232361168601e-05,2,9,9.8291301727,-0.0015156651,2,10,-8.2674436569,6.55232361168601e-05,1,11,-8.2674150467,-0.0003650824,1,12,13.4905529022,6.55232361168601e-05,1,13,13.4893369675,-0.0014873558,1,2,139.1338505412,-9.349755514,-0.1186674312,-4.0762476921,0.2991029024,0.001850452,0.0912522983,1.0,107.0726888471,-5.745673256,-0.0992581174,9.5927276611,-0.9568648338,-0.0021721621,-0.0939505845,,,,,,,,,3,                  0x400,3,                  0x400,2.0,                  0x400,1.0,0,,,,
878,14.616667429,1.0,                    0x1,109.0623000176,-5.2004889168,2.0,                    0x1,108.9154005454,-6.6731802237,3.0,                    0x1,107.1591163099,-6.4979926561,4.0,                    0x1,107.3060157822,-5.0253013491,0,1.7120363712,6.5915213781409e-05,2,1,1.7115328312,0.0005559211,2,2,-1.6174926758,6.5915213781409e-05,1,3,-1.625297904,0.0001838129,1,4,5.7070364952,6.5915213781409e-05,1,5,5.706258297,0.0004488021,1,6,-4.7024927139,6.5915213781409e-05,1,7,-4.7026333809,-0.0003669898,1,8,9.8302726746,6.5915213781409e-05,2,9,9.8289070129,-0.0015300149,2,10,-8.2674922943,6.5915213781409e-05,1,11,-8.2674188614,-0.0003693739,1,12,13.490272522,6.5915213781409e-05,1,13,13.4891176224,-0.0015099242,1,2,139.2257917943,-9.3607189286,-0.1186755374,-4.076215744,0.3006258011,0.0018834855,0.0913144071,1.0,107.232566046,-5.7616470026,-0.0994201154,9.5926904678,-0.9584306479,-0.0021978002,-0.0939504877,,,,,,,,,3,                  0x400,3,                  0x400,2.0,                  0x400,1.0,0,,,,
879,14.6333340965,1.0,                    0x1,109.2222674768,-5.216785149,2.0,                    0x1,109.0751294554,-6.6894526414,3.0,                    0x1,107.3188736204,-6.5139805878,4.0,                    0x1,107.4660116418,-5.0413130953,0,1.7120860815,6.62902966723777e-05,2,1,1.7116314173,0.0004503525,2,2,-1.6175420284,6.62902966723777e-05,1,3,-1.6253057718,0.0001866889,1,4,5.7070860863,6.62902966723777e-05,1,5,5.7063603401,0.0004486484,1,6,-4.702542305,6.62902966723777e-05,1,7,-4.7026386261,-0.0004056136,1,8,9.8299922943,6.62902966723777e-05,2,9,9.8286809921,-0.0015440255,2,10,-8.2675418854,6.62902966723777e-05,1,11,-8.2674264908,-0.0004108588,1,12,13.4899921417,6.62902966723777e-05,1,13,13.4888944626,-0.0015561079,1,2,139.317732964,-9.3716830415,-0.1186831668,-4.0761842728,0.3021494746,0.001915482,0.0913659206,1.0,107.3924426311,-5.7776468416,-0.0995820984,9.5926542282,-0.9599962234,-0.0022225403,-0.0939409733,,,,,,,,,3,                  0x400,3,                  0x400,2.0,                  0x400,1.0,0,,,,
880,14.6500007641,1.0,                    0x1,109.3822342579,-5.2331074432,2.0,                    0x1,109.2348577241,-6.7057510858,3.0,                    0x1,107.4786303317,-6.52999459,4.0,                    0x1,107.6260068655,-5.0573509474,0,1.7121357918,6.6641e-05,2,1,1.7117263079,0.0003427098,2,2,-1.6175915003,6.6641e-05,1,3,-1.6253172159,0.0001935064,1,4,5.7071356773,6.6641e-05,1,5,5.7064580917,0.0003915087,1,6,-4.7025914192,6.6641e-05,1,7,-4.702647686,-0.0003731886,1,8,9.8297109604,6.6641e-05,2,9,9.8284511566,-0.0015907716,2,10,-8.2675914764,6.6641e-05,1,11,-8.2674379349,-0.0004122893,1,12,13.4897117615,6.6641e-05,1,13,13.4886665344,-0.0015777267,1,2,139.4096740525,-9.3826478365,-0.1186907962,-4.0761508942,0.3036738038,0.0019468175,0.091413148,1.0,107.5523185986,-5.7936727687,-0.0997440591,9.5926160812,-0.9615614414,-0.0022467577,-0.0939283445,,,,,,,,,3,                  0x400,3,                  0x400,2.0,                  0x400,1.0,0,,,,
881,14.6666674316,1.0,                    0x1,109.5422003412,-5.2494557926,2.0,                    0x1,109.3945853319,-6.7220755501,3.0,                    0x1,107.6383864243,-6.546034656,4.0,                    0x1,107.7860014336,-5.0734148985,0,1.7121855021,6.6967390011996e-05,2,1,1.7118179798,0.0004228489,2,2,-1.6176409721,6.6967390011996e-05,1,3,-1.6253321171,0.0002042658,1,4,5.7071857452,6.6967390011996e-05,1,5,5.7065529823,0.00039129,1,6,-4.7026410103,6.6967390011996e-05,1,7,-4.7026600838,-0.0004079978,1,8,9.8294305801,6.6967390011996e-05,2,9,9.8282175064,-0.0016041195,2,10,-8.2676410675,6.6967390011996e-05,1,11,-8.2674531937,-0.0004509131,1,12,13.4894304276,6.6967390011996e-05,1,13,13.4884357452,-0.0015988745,1,2,139.5016150614,-9.3936132976,-0.1186979488,-4.0761175156,0.305198729,0.0019779902,0.091455492,1.0,107.712193929,-5.8097247772,-0.0999059975,9.5925779343,-0.9631263614,-0.00227095,-0.093911998,,,,,,,,,3,                  0x400,3,                  0x400,2.0,                  0x400,1.0,0,,,,
882,14.6833340991,1.0,                    0x1,109.7021657109,-5.2658301494,2.0,                    0x1,109.5543122957,-6.7384259898,3.0,                    0x1,107.798141911,-6.5621007805,4.0,                    0x1,107.9459953262,-5.0895049401,0,1.7122353315,6.72470778226852e-05,2,1,1.7119061947,0.0003110239,2,2,-1.6176905632,6.72470778226852e-05,1,3,-1.6253503561,0.0002189453,1,4,5.7072353363,6.72470778226852e-05,1,5,5.7066445351,0.0003910158,1,6,-4.7026906013,6.72470778226852e-05,1,7,-4.7026753426,-0.0004408995,1,8,9.8291492462,6.72470778226852e-05,2,9,9.8279800415,-0.0016171583,2,10,-8.2676906586,6.72470778226852e-05,1,11,-8.2674713135,-0.0004494826,1,12,13.4891490936,6.72470778226852e-05,1,13,13.4882011414,-0.0016195734,1,2,139.5935559929,-9.404579409,-0.1187055781,-4.076084137,0.3067241907,0.0020082245,0.0914921113,1.0,107.8720686186,-5.8258028603,-0.1000678912,9.5925397873,-0.9646908641,-0.0022943406,-0.0938910842,,,,,,,,,3,                  0x400,3,                  0x400,2.0,                  0x400,1.0,0,,,,
883,14.7000007667,1.0,                    0x1,109.8621303677,-5.2822305185,2.0,                    0x1,109.7140386054,-6.7548024088,3.0,                    0x1,107.957896783,-6.5781929544,4.0,                    0x1,108.1059885453,-5.1056210641,0,1.712285161,6.74875263939612e-05,2,1,1.7119913101,0.0003869457,2,2,-1.6177400351,6.74875263939612e-05,1,3,-1.6253716946,3.75982599507552e-05,1,4,5.7072854042,6.74875263939612e-05,1,5,5.7067327499,0.0003337433,1,6,-4.7027401924,6.74875263939612e-05,1,7,-4.702694416,-0.0004718939,1,8,9.8288679123,6.74875263939612e-05,2,9,9.8277387619,-0.0016298805,2,10,-8.2677402496,6.74875263939612e-05,1,11,-8.2674922943,-0.0004852454,1,12,13.4888677597,6.74875263939612e-05,1,13,13.4879627228,-0.0016398162,1,2,139.6854968485,-9.4155461555,-0.1187122539,-4.0760498047,0.3082500696,0.0020376469,0.0915218375,1.0,108.0319426642,-5.8419070093,-0.1002297476,9.5925006866,-0.9662548304,-0.0023170551,-0.093864426,,,,,,,,,3,                  0x400,3,                  0x400,2.0,                  0x400,1.0,0,,,,
884,14.7166674342,1.0,                    0x1,110.0220942918,-5.298656835,2.0,                    0x1,109.873764285,-6.7712047464,3.0,                    0x1,108.1176510592,-6.5943111693,4.0,                    0x1,108.265981066,-5.1217632578,0,1.7123351097,6.76589261274785e-05,2,1,1.7120734453,0.0002708999,2,2,-1.6177896261,6.76589261274785e-05,1,3,-1.6253962517,6.01068895775825e-05,1,4,5.7073349953,6.76589261274785e-05,1,5,5.706817627,0.0003333438,1,6,-4.7027897835,6.76589261274785e-05,1,7,-4.7027163506,-0.000500981,1,8,9.8285856247,6.76589261274785e-05,2,9,9.8274946213,-0.0016753866,2,10,-8.2677898407,6.76589261274785e-05,1,11,-8.2675170898,-0.0004809538,1,12,13.4885864258,6.76589261274785e-05,1,13,13.4877214432,-0.0016596327,1,2,139.7774376302,-9.426513522,-0.1187194064,-4.0760159492,0.3097761869,0.0020664044,0.09154442,1.0,108.1918160626,-5.8580372136,-0.100391537,9.5924625397,-0.967818141,-0.0023392392,-0.0938317627,,,,,,,,,3,                  0x400,3,                  0x400,2.0,                  0x400,1.0,0,,,,
885,14.7333341017,1.0,                    0x1,110.1820574847,-5.3151090994,2.0,                    0x1,110.033489325,-6.7876330025,3.0,                    0x1,108.277404731,-6.6104554119,4.0,                    0x1,108.4259728908,-5.1379315088,0,1.7123849392,6.77687348797917e-05,2,1,1.7121526003,0.0003425598,2,2,-1.6178393364,6.77687348797917e-05,1,3,-1.6254236698,8.6522e-05,1,4,5.7073850632,6.77687348797917e-05,1,5,5.7069001198,0.0003328738,1,6,-4.7028393745,6.77687348797917e-05,1,7,-4.7027411461,-0.0004590193,1,8,9.8283042908,6.77687348797917e-05,2,9,9.8272476196,-0.0016875289,2,10,-8.2678394318,6.77687348797917e-05,1,11,-8.2675447464,-0.0005138556,1,12,13.4883041382,6.77687348797917e-05,1,13,13.4874763489,-0.0016790153,1,2,139.8693783397,-9.4374814939,-0.1187260821,-4.0759811401,0.3113024831,0.002094098,0.0915584313,1.0,108.3516888109,-5.8741934604,-0.1005532667,9.592423439,-0.9693807364,-0.0023604929,-0.0937916562,,,,,,,,,3,                  0x400,3,                  0x400,2.0,                  0x400,1.0,0,,,,
886,14.7500007693,1.0,                    0x1,110.3420199268,-5.3315872423,2.0,                    0x1,110.1932137498,-6.8040871118,3.0,                    0x1,108.4371578179,-6.6266256694,4.0,                    0x1,108.5859639949,-5.1541257999,0,1.7124347687,6.77871430525556e-05,2,1,1.7122290134,0.0004120584,2,2,-1.6178890467,6.77871430525556e-05,1,3,-1.6254538298,0.0001168139,1,4,5.7074346542,6.77871430525556e-05,1,5,5.7069792747,0.0002753554,1,6,-4.7028889656,6.77871430525556e-05,1,7,-4.7027688026,-0.0004842917,1,8,9.8280220032,6.77871430525556e-05,2,9,9.8269968033,-0.0016994071,2,10,-8.2678890228,6.77871430525556e-05,1,11,-8.2675743103,-0.0005458037,1,12,13.4880218506,6.77871430525556e-05,1,13,13.4872283936,-0.0016979942,1,2,139.9613189787,-9.4484500566,-0.1187327579,-4.0759453773,0.3128285408,0.0021212777,0.0915639505,1.0,108.5115609064,-5.8903757347,-0.1007149071,9.5923833847,-0.9709422588,-0.0023813648,-0.0937441736,,,,,,,,,3,                  0x400,3,                  0x400,2.0,                  0x400,1.0,0,,,,
887,14.7666674368,1.0,                    0x1,110.5019816001,-5.3480912442,2.0,                    0x1,110.3529375413,-6.8205670551,3.0,                    0x1,108.5969103013,-6.6428219225,4.0,                    0x1,108.7459543602,-5.1703461117,0,1.7124845982,6.7714172473643e-05,2,1,1.712302804,0.0002895932,2,2,-1.6179388762,6.7714172473643e-05,1,3,-1.6254868507,-4.89393823954742e-05,1,4,5.7074847221,6.7714172473643e-05,1,5,5.7070565224,0.000274685,1,6,-4.7029390335,6.7714172473643e-05,1,7,-4.7027993202,-0.0005076567,1,8,9.8277397156,6.7714172473643e-05,2,9,9.8267440796,-0.0017110212,2,10,-8.2679386139,6.7714172473643e-05,1,11,-8.2676076889,-0.0005372206,1,12,13.487739563,6.7714172473643e-05,1,13,13.4869785309,-0.0017165692,1,2,140.0532595489,-9.4594191961,-0.1187389567,-4.0759096146,0.3143544197,0.0021474695,0.0915595591,1.0,108.6714323308,-5.9065840171,-0.100876458,9.5923433304,-0.972502768,-0.0024013794,-0.0936878845,,,,,,,,,3,                  0x400,3,                  0x400,2.0,                  0x400,1.0,0,,,,
888,14.7833341043,1.0,                    0x1,110.6619424859,-5.3646210305,2.0,                    0x1,110.5126607246,-6.8370727621,3.0,                    0x1,108.7566622013,-6.6590441534,4.0,                    0x1,108.9059439625,-5.1865924217,0,1.7125344276,6.752e-05,2,1,1.7123740911,0.0003547483,2,2,-1.6179888248,6.752e-05,1,3,-1.6255222559,-1.07924088297295e-05,1,4,5.7075343132,6.752e-05,1,5,5.7071304321,0.0002738842,1,6,-4.7029886246,6.752e-05,1,7,-4.702832222,-0.0005295912,1,8,9.8274564743,6.752e-05,2,9,9.8264875412,-0.001755475,2,10,-8.2679891586,6.752e-05,1,11,-8.2676429749,-0.0005663077,1,12,13.4874572754,6.752e-05,1,13,13.4867248535,-0.0017347703,1,2,140.145200052,-9.4703888986,-0.1187456325,-4.0758733749,0.315879941,0.0021723864,0.0915454861,1.0,108.8313030819,-5.9228182875,-0.1010378897,9.5923032761,-0.9740620852,-0.0024202482,-0.0936230049,,,,,,,,,3,                  0x400,3,                  0x400,2.0,                  0x400,1.0,0,,,,
889,14.8000007719,1.0,                    0x1,110.8219025782,-5.3811765643,2.0,                    0x1,110.6723833049,-6.8536041973,3.0,                    0x1,108.9164135213,-6.6752923394,4.0,                    0x1,109.0659327946,-5.2028647064,0,1.7125841379,6.71972375130281e-05,2,1,1.7124428749,0.0002279181,2,2,-1.618039012,6.71972375130281e-05,1,3,-1.6255602837,3.09244824165944e-05,1,4,5.7075839043,6.71972375130281e-05,1,5,5.7072024345,0.0002729454,1,6,-4.7030391693,6.71972375130281e-05,1,7,-4.7028675079,-0.0005496184,1,8,9.8271741867,6.71972375130281e-05,2,9,9.8262290955,-0.0017666291,2,10,-8.2680387497,6.71972375130281e-05,1,11,-8.2676801682,-0.0005543868,1,12,13.4871740341,6.71972375130281e-05,1,13,13.4864683151,-0.0017526047,1,2,140.2371404894,-9.4813591505,-0.1187513545,-4.0758361816,0.3174048662,0.0021961307,0.0915206578,1.0,108.991173158,-5.9390785229,-0.1011991948,9.5922622681,-0.9756199718,-0.0024380721,-0.0935484469,,,,,,,,,3,                  0x400,3,                  0x400,2.0,                  0x400,1.0,0,,,,
890,14.8166674394,1.0,                    0x1,110.9818618672,-5.3977577926,2.0,                    0x1,110.8321052943,-6.87016131,3.0,                    0x1,109.0761642709,-6.6915664561,4.0,                    0x1,109.2259208438,-5.2191629388,0,1.712633729,6.67309213895351e-05,2,1,1.7125093937,0.00028867,2,2,-1.6180891991,6.67309213895351e-05,1,3,-1.6256005764,7.6611e-05,1,4,5.7076334953,6.67309213895351e-05,1,5,5.7072720528,0.0002149087,1,6,-4.7030892372,6.67309213895351e-05,1,7,-4.7029051781,-0.0005677382,1,8,9.8268909454,6.67309213895351e-05,2,9,9.8259677887,-0.0017775714,2,10,-8.2680892944,6.67309213895351e-05,1,11,-8.2677202225,-0.0005810896,1,12,13.4868907928,6.67309213895351e-05,1,13,13.4862098694,-0.0017700876,1,2,140.3290808629,-9.4923299387,-0.1187575534,-4.075799942,0.3189291358,0.0022188329,0.0914852589,1.0,109.1510425573,-5.9553646975,-0.1013603583,9.5922222137,-0.9771763682,-0.0024549798,-0.093464382,,,,,,,,,3,                  0x400,3,                  0x400,2.0,                  0x400,1.0,0,,,,
891,14.833334107,1.0,                    0x1,111.1418203395,-5.4143646457,2.0,                    0x1,110.9918267121,-6.8867440339,3.0,                    0x1,109.2359144651,-6.7078664765,4.0,                    0x1,109.3859080925,-5.2354870884,0,1.7126832008,6.60987207083963e-05,2,1,1.7125737667,0.0001574141,2,2,-1.6181397438,6.60987207083963e-05,1,3,-1.6256430149,-7.37349109840579e-05,1,4,5.7076830864,6.60987207083963e-05,1,5,5.7073392868,0.0002136423,1,6,-4.703139782,6.60987207083963e-05,1,7,-4.7029447556,-0.0005839507,1,8,9.8266067505,6.60987207083963e-05,2,9,9.8257036209,-0.0017883244,2,10,-8.2681398392,6.60987207083963e-05,1,11,-8.2677631378,-0.0006058852,1,12,13.4866065979,6.60987207083963e-05,1,13,13.4859485626,-0.0017872414,1,2,140.4210211739,-9.5033012502,-0.1187632754,-4.0757627487,0.3204523921,0.0022401381,0.0914386115,1.0,109.3109112788,-5.9716767825,-0.1015213579,9.5921812057,-0.9787310362,-0.0024706149,-0.0933701172,,,,,,,,,3,                  0x400,3,                  0x400,2.0,                  0x400,1.0,0,,,,
892,14.8500007745,1.0,                    0x1,111.3017779817,-5.4309970509,2.0,                    0x1,111.151547578,-6.9033522997,3.0,                    0x1,109.3956641196,-6.7241923706,4.0,                    0x1,109.5458945233,-5.2518371218,0,1.7127324343,6.52782764518633e-05,2,1,1.712635994,0.0002136808,2,2,-1.6181904078,6.52782764518633e-05,1,3,-1.6256877184,-2.03291529032867e-05,1,4,5.7077326775,6.52782764518633e-05,1,5,5.7074041367,0.0002121781,1,6,-4.7031903267,6.52782764518633e-05,1,7,-4.7029871941,-0.0005982558,1,8,9.8263225555,6.52782764518633e-05,2,9,9.8254375458,-0.0017989107,2,10,-8.2681903839,6.52782764518633e-05,1,11,-8.2678070068,-0.0005906264,1,12,13.486322403,6.52782764518633e-05,1,13,13.4856853485,-0.0018040884,1,2,140.512961424,-9.5142730724,-0.1187689975,-4.0757255554,0.3219743967,0.0022605174,0.0913803354,1.0,109.4707793215,-5.9880147462,-0.1016821712,9.5921401978,-0.9802836776,-0.0024854464,-0.0932652578,,,,,,,,,3,                  0x400,3,                  0x400,2.0,                  0x400,1.0,0,,,,
893,14.866667442,1.0,                    0x1,111.4617347693,-5.4476549445,2.0,                    0x1,111.3112678893,-6.9199860461,3.0,                    0x1,109.5554132288,-6.7405441031,4.0,                    0x1,109.7058801088,-5.2682130015,0,1.7127816677,6.42547092866152e-05,2,1,1.7126963139,0.0002676754,2,2,-1.6182413101,6.42547092866152e-05,1,3,-1.6257343292,3.64974548574537e-05,1,4,5.7077817917,6.42547092866152e-05,1,5,5.707467556,0.0002105013,1,6,-4.7032413483,6.42547092866152e-05,1,7,-4.7030310631,-0.0006111304,1,8,9.8260383606,6.42547092866152e-05,2,9,9.8251695633,-0.0018093449,2,10,-8.2682409286,6.42547092866152e-05,1,11,-8.2678537369,-0.0006130377,1,12,13.486038208,6.42547092866152e-05,1,13,13.4854192734,-0.0018206434,1,2,140.6049016147,-9.5252453928,-0.1187747195,-4.0756869316,0.3234950304,0.0022795916,0.0913104085,1.0,109.6306466688,-6.0043785523,-0.1018427834,9.5920982361,-0.9818342328,-0.0024990938,-0.0931497663,,,,,,,,,3,                  0x400,3,                  0x400,2.0,                  0x400,1.0,0,,,,
894,14.8833341096,1.0,                    0x1,111.6216906938,-5.4643382614,2.0,                    0x1,111.4709876595,-6.9366452106,3.0,                    0x1,109.7151618034,-6.7569216376,4.0,                    0x1,109.8658648377,-5.2846146884,0,1.7128305435,6.30131253274158e-05,2,1,1.7127547264,0.0001296304,2,2,-1.6182926893,6.30131253274158e-05,1,3,-1.6257828474,-0.000102822,1,4,5.7078304291,6.30131253274158e-05,1,5,5.707529068,0.0002085967,1,6,-4.7032928467,6.30131253274158e-05,1,7,-4.7030768394,-0.0006220976,1,8,9.825753212,6.30131253274158e-05,2,9,9.8248987198,-0.0018196423,2,10,-8.2682924271,6.30131253274158e-05,1,11,-8.2679023743,-0.0006344954,1,12,13.4857530594,6.30131253274158e-05,1,13,13.4851512909,-0.0018369216,1,2,140.6968417473,-9.5362181994,-0.1187799647,-4.0756487846,0.325014174,0.002297437,0.0912288614,1.0,109.7905133206,-6.020768163,-0.1020031795,9.5920562744,-0.9833825231,-0.0025116312,-0.0930236578,,,,,,,,,3,                  0x400,3,                  0x400,2.0,                  0x400,1.0,0,,,,
895,14.9000007771,1.0,                    0x1,111.7816457472,-5.4810469335,2.0,                    0x1,111.6307069026,-6.9533297272,3.0,                    0x1,109.8749098545,-6.7733249345,4.0,                    0x1,110.0258486991,-5.3010421408,0,1.7128791809,6.15386088611558e-05,2,1,1.7128113508,0.0001790429,2,2,-1.6183441877,6.15386088611558e-05,1,3,-1.6258332729,-3.79721277568024e-05,1,4,5.7078790665,6.15386088611558e-05,1,5,5.7075881958,0.0002064497,1,6,-4.7033443451,6.15386088611558e-05,1,7,-4.703125,-0.0006316344,1,8,9.8254680634,6.15386088611558e-05,2,9,9.8246269226,-0.0018298175,2,10,-8.2683439255,6.15386088611558e-05,1,11,-8.2679519653,-0.0006545226,1,12,13.4854679108,6.15386088611558e-05,1,13,13.4848814011,-0.0018529376,1,2,140.7887818233,-9.5471914803,-0.11878521,-4.0756111145,0.3265315294,0.002313734,0.0911354191,1.0,109.9503792768,-6.0371835376,-0.1021633446,9.5920152664,-0.9849283695,-0.0025227375,-0.0928866416,,,,,,,,,3,                  0x400,3,                  0x400,2.0,                  0x400,1.0,0,,,,
