simFrame,playerId_0,laneId_0,roadS_0,roadT_0,hdgRel_0,playerId_1,laneId_1,roadS_1,roadT_1,hdgRel_1,playerId_2,laneId_2,roadS_2,roadT_2,hdgRel_2,playerId_3,laneId_3,roadS_3,roadT_3,hdgRel_3,playerId_4,laneId_4,roadS_4,roadT_4,hdgRel_4,playerId_5,laneId_5,roadS_5,roadT_5,hdgRel_5,playerId_6,laneId_6,roadS_6,roadT_6,hdgRel_6,playerId_7,laneId_7,roadS_7,roadT_7,hdgRel_7,playerId_8,laneId_8,roadS_8,roadT_8,hdgRel_8,playerId_9,laneId_9,roadS_9,roadT_9,hdgRel_9
2,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.4762393188476562e+02,-5.3240680694580078e+00,-5.2661141380667686e-03,2.0,                     -2,+2.0000000000000000e+02,-5.1718750000000000e+00,-3.5156214144080877e-03,3.0,                     -1,+2.5000000000000000e+02,-1.6597442626953125e+00,-2.2613501641899347e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
3,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.4762393188476562e+02,-5.3240680694580078e+00,-5.2661141380667686e-03,2.0,                     -2,+2.0000015258789062e+02,-5.1718745231628418e+00,-3.5156300291419029e-03,3.0,                     -1,+2.5000015258789062e+02,-1.6597441434860229e+00,-2.2613517940044403e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
4,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.4762393188476562e+02,-5.3240680694580078e+00,-5.2661141380667686e-03,2.0,                     -2,+2.0000039672851562e+02,-5.1718745231628418e+00,-3.5156430676579475e-03,3.0,                     -1,+2.5000039672851562e+02,-1.6597437858581543e+00,-2.2613541223108768e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
5,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.4762393188476562e+02,-5.3240680694580078e+00,-5.2661141380667686e-03,2.0,                     -2,+2.0000074768066406e+02,-5.1718735694885254e+00,-3.5156607627868652e-03,3.0,                     -1,+2.5000074768066406e+02,-1.6597434282302856e+00,-2.2613573819398880e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
6,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.4762393188476562e+02,-5.3240680694580078e+00,-5.2661141380667686e-03,2.0,                     -2,+2.0000120544433594e+02,-5.1718730926513672e+00,-3.5156835801899433e-03,3.0,                     -1,+2.5000120544433594e+02,-1.6597429513931274e+00,-2.2613613400608301e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.4762393188476562e+02,-5.3240680694580078e+00,-5.2661141380667686e-03,2.0,                     -2,+2.0000175476074219e+02,-5.1718721389770508e+00,-3.5157105885446072e-03,3.0,                     -1,+2.5000175476074219e+02,-1.6597422361373901e+00,-2.2613664623349905e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
8,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.4762393188476562e+02,-5.3240680694580078e+00,-5.2661141380667686e-03,2.0,                     -2,+2.0000239562988281e+02,-5.1718707084655762e+00,-3.5157422535121441e-03,3.0,                     -1,+2.5000239562988281e+02,-1.6597415208816528e+00,-2.2613720502704382e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
9,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.4762393188476562e+02,-5.3240680694580078e+00,-5.2661141380667686e-03,2.0,                     -2,+2.0000314331054688e+02,-5.1718692779541016e+00,-3.5157785750925541e-03,3.0,                     -1,+2.5000314331054688e+02,-1.6597406864166260e+00,-2.2613788023591042e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
10,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.4762393188476562e+02,-5.3240680694580078e+00,-5.2661141380667686e-03,2.0,                     -2,+2.0000399780273438e+02,-5.1718678474426270e+00,-3.5158197861164808e-03,3.0,                     -1,+2.5000399780273438e+02,-1.6597397327423096e+00,-2.2613862529397011e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
11,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.4762393188476562e+02,-5.3240680694580078e+00,-5.2661141380667686e-03,2.0,                     -2,+2.0000494384765625e+02,-5.1718664169311523e+00,-3.5158654209226370e-03,3.0,                     -1,+2.5000494384765625e+02,-1.6597386598587036e+00,-2.2613946348428726e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
