                simTime,               simFrame,               playerId,              lightMask,               steering,    steeringWheelTorque,               playerId,              lightMask,               steering,    steeringWheelTorque,               playerId,              lightMask,               steering,    steeringWheelTorque,
+9.9999997764825821e-03,                      2,                      2,                  0x400,+8.0664641632921530e-17,+0.0000000000000000e+00,                      4,                  0x400,-2.8232022305019200e-04,+0.0000000000000000e+00,                      1,                      0,+0.0000000000000000e+00,+0.0000000000000000e+00,
+1.9999999552965164e-02,                      3,                      2,                  0x400,+2.4199392489876459e-16,+0.0000000000000000e+00,                      4,                  0x400,-7.5958686647936702e-04,+0.0000000000000000e+00,                      1,                      0,+0.0000000000000000e+00,+0.0000000000000000e+00,
+2.9999999329447746e-02,                      4,                      2,                  0x400,+4.3281350725621337e-16,+0.0000000000000000e+00,                      4,                  0x400,-7.5948011362925172e-04,+0.0000000000000000e+00,                      1,                      0,+0.0000000000000000e+00,+0.0000000000000000e+00,
+3.9999999105930328e-02,                      5,                      2,                  0x400,+5.4210108624275222e-16,+0.0000000000000000e+00,                      4,                  0x400,-7.5932900654152036e-04,+0.0000000000000000e+00,                      1,                      0,+0.0000000000000000e+00,+0.0000000000000000e+00,
+4.9999998882412910e-02,                      6,                      2,                  0x400,+4.6403852982379590e-16,+0.0000000000000000e+00,                      4,                  0x400,-7.5913371983915567e-04,+0.0000000000000000e+00,                      1,                      0,+0.0000000000000000e+00,+0.0000000000000000e+00,
+5.9999998658895493e-02,                      7,                      2,                  0x400,+6.1582683397176652e-16,+0.0000000000000000e+00,                      4,                  0x400,-7.5889413710683584e-04,+0.0000000000000000e+00,                      1,                      0,+0.0000000000000000e+00,+0.0000000000000000e+00,
+6.9999998435378075e-02,                      8,                      2,                  0x400,+9.3675067702747583e-17,+0.0000000000000000e+00,                      4,                  0x400,-7.5861037475988269e-04,+0.0000000000000000e+00,                      1,                      0,+0.0000000000000000e+00,+0.0000000000000000e+00,
+7.9999998211860657e-02,                      9,                      2,                  0x400,+3.9378222904673521e-16,+0.0000000000000000e+00,                      4,                  0x400,-7.5828249100595713e-04,+0.0000000000000000e+00,                      1,                      0,+0.0000000000000000e+00,+0.0000000000000000e+00,
+8.9999997988343239e-02,                     10,                      2,                  0x400,+6.1149002528182450e-16,+0.0000000000000000e+00,                      4,                  0x400,-7.5791060226038098e-04,+0.0000000000000000e+00,                      1,                      0,+0.0000000000000000e+00,+0.0000000000000000e+00,
+9.9999997764825821e-02,                     11,                      2,                  0x400,+5.3776427755281020e-16,+0.0000000000000000e+00,                      4,                  0x400,-7.5749465031549335e-04,+0.0000000000000000e+00,                      1,                      0,+0.0000000000000000e+00,+0.0000000000000000e+00,
