"                simTime","               simFrame","               playerId","                 roadId","                 laneId","                  flags","                  roadS","                  roadT","             laneOffset","                 hdgRel","               pitchRel","                rollRel","               roadType","                  pathS","               playerId","                 roadId","                 laneId","                  flags","                  roadS","                  roadT","             laneOffset","                 hdgRel","               pitchRel","                rollRel","               roadType","                  pathS","               playerId","                 roadId","                 laneId","                  flags","                  roadS","                  roadT","             laneOffset","                 hdgRel","               pitchRel","                rollRel","               roadType","                  pathS","               playerId","                 roadId","                 laneId","                  flags","                  roadS","                  roadT","             laneOffset","                 hdgRel","               pitchRel","                rollRel","               roadType","                  pathS"
8.14E+00,815,1,1,-1,"                    0x1",2.41E+01,-1.88E+00,1.85E-10,4.47E-11,1.07E-03,2.19E-12,0,2.41E+01,2,1,-1,"                    0x1",8.31E+01,-1.88E+00,2.95E-13,4.47E-11,1.66E-03,1.46E-18,0,8.31E+01,2,1,-1,"                    0x1",8.31E+01,-1.88E+00,2.95E-13,4.47E-11,1.66E-03,1.46E-18,0,8.31E+01,1,1,-1,"                    0x1",2.41E+01,-1.88E+00,1.85E-10,4.47E-11,1.07E-03,2.19E-12,0,2.41E+01
8.15E+00,816,1,1,-1,"                    0x1",2.41E+01,-1.88E+00,1.82E-10,4.47E-11,1.07E-03,2.04E-12,0,2.41E+01,2,1,-1,"                    0x1",8.32E+01,-1.88E+00,2.28E-13,4.47E-11,1.66E-03,-5.54E-18,0,8.32E+01,2,1,-1,"                    0x1",8.32E+01,-1.88E+00,2.28E-13,4.47E-11,1.66E-03,-5.54E-18,0,8.32E+01,1,1,-1,"                    0x1",2.41E+01,-1.88E+00,1.82E-10,4.47E-11,1.07E-03,2.04E-12,0,2.41E+01
8.16E+00,817,1,1,-1,"                    0x1",2.42E+01,-1.88E+00,1.78E-10,4.47E-11,1.07E-03,1.89E-12,0,2.42E+01,2,1,-1,"                    0x1",8.33E+01,-1.88E+00,1.20E-14,4.47E-11,1.66E-03,-1.34E-17,0,8.33E+01,2,1,-1,"                    0x1",8.33E+01,-1.88E+00,1.20E-14,4.47E-11,1.66E-03,-1.34E-17,0,8.33E+01,1,1,-1,"                    0x1",2.42E+01,-1.88E+00,1.78E-10,4.47E-11,1.07E-03,1.89E-12,0,2.42E+01
8.17E+00,818,1,1,-1,"                    0x1",2.42E+01,-1.88E+00,1.75E-10,4.47E-11,1.07E-03,1.74E-12,0,2.42E+01,2,1,-1,"                    0x1",8.34E+01,-1.88E+00,-4.35E-13,4.47E-11,1.66E-03,-3.27E-19,0,8.34E+01,2,1,-1,"                    0x1",8.34E+01,-1.88E+00,-4.35E-13,4.47E-11,1.66E-03,-3.27E-19,0,8.34E+01,1,1,-1,"                    0x1",2.42E+01,-1.88E+00,1.75E-10,4.47E-11,1.07E-03,1.74E-12,0,2.42E+01
8.18E+00,819,1,1,-1,"                    0x1",2.43E+01,-1.88E+00,1.72E-10,4.47E-11,1.07E-03,1.58E-12,0,2.43E+01,2,1,-1,"                    0x1",8.35E+01,-1.88E+00,-5.13E-14,4.47E-11,1.66E-03,-6.12E-18,0,8.35E+01,2,1,-1,"                    0x1",8.35E+01,-1.88E+00,-5.13E-14,4.47E-11,1.66E-03,-6.12E-18,0,8.35E+01,1,1,-1,"                    0x1",2.43E+01,-1.88E+00,1.72E-10,4.47E-11,1.07E-03,1.58E-12,0,2.43E+01
8.19E+00,820,1,1,-1,"                    0x1",2.43E+01,-1.88E+00,1.68E-10,4.47E-11,1.07E-03,1.42E-12,0,2.43E+01,2,1,-1,"                    0x1",8.35E+01,-1.88E+00,-1.55E-13,4.47E-11,1.66E-03,-1.18E-17,0,8.35E+01,2,1,-1,"                    0x1",8.35E+01,-1.88E+00,-1.55E-13,4.47E-11,1.66E-03,-1.18E-17,0,8.35E+01,1,1,-1,"                    0x1",2.43E+01,-1.88E+00,1.68E-10,4.47E-11,1.07E-03,1.42E-12,0,2.43E+01
8.20E+00,821,1,1,-1,"                    0x1",2.44E+01,-1.88E+00,1.65E-10,4.47E-11,1.07E-03,1.26E-12,0,2.44E+01,2,1,-1,"                    0x1",8.36E+01,-1.88E+00,-5.57E-13,4.47E-11,1.66E-03,-1.29E-17,0,8.36E+01,2,1,-1,"                    0x1",8.36E+01,-1.88E+00,-5.57E-13,4.47E-11,1.66E-03,-1.29E-17,0,8.36E+01,1,1,-1,"                    0x1",2.44E+01,-1.88E+00,1.65E-10,4.47E-11,1.07E-03,1.26E-12,0,2.44E+01
8.21E+00,822,1,1,-1,"                    0x1",2.44E+01,-1.88E+00,1.62E-10,4.47E-11,1.07E-03,1.10E-12,0,2.44E+01,2,1,-1,"                    0x1",8.37E+01,-1.88E+00,-1.88E-13,4.47E-11,1.66E-03,-3.13E-18,0,8.37E+01,2,1,-1,"                    0x1",8.37E+01,-1.88E+00,-1.88E-13,4.47E-11,1.66E-03,-3.13E-18,0,8.37E+01,1,1,-1,"                    0x1",2.44E+01,-1.88E+00,1.62E-10,4.47E-11,1.07E-03,1.10E-12,0,2.44E+01
8.22E+00,823,1,1,-1,"                    0x1",2.45E+01,-1.88E+00,1.58E-10,4.47E-11,1.07E-03,9.35E-13,0,2.45E+01,2,1,-1,"                    0x1",8.38E+01,-1.88E+00,5.97E-13,4.47E-11,1.66E-03,-7.77E-18,0,8.38E+01,2,1,-1,"                    0x1",8.38E+01,-1.88E+00,5.97E-13,4.47E-11,1.66E-03,-7.77E-18,0,8.38E+01,1,1,-1,"                    0x1",2.45E+01,-1.88E+00,1.58E-10,4.47E-11,1.07E-03,9.35E-13,0,2.45E+01
8.23E+00,824,1,1,-1,"                    0x1",2.45E+01,-1.88E+00,1.55E-10,4.47E-11,1.07E-03,7.70E-13,0,2.45E+01,2,1,-1,"                    0x1",8.39E+01,-1.88E+00,-6.48E-13,4.47E-11,1.66E-03,-1.11E-17,0,8.39E+01,2,1,-1,"                    0x1",8.39E+01,-1.88E+00,-6.48E-13,4.47E-11,1.66E-03,-1.11E-17,0,8.39E+01,1,1,-1,"                    0x1",2.45E+01,-1.88E+00,1.55E-10,4.47E-11,1.07E-03,7.70E-13,0,2.45E+01
8.24E+00,825,1,1,-1,"                    0x1",2.46E+01,-1.88E+00,1.51E-10,4.47E-11,1.07E-03,6.03E-13,0,2.46E+01,2,1,-1,"                    0x1",8.39E+01,-1.88E+00,5.88E-14,4.47E-11,1.66E-03,-1.11E-19,0,8.39E+01,2,1,-1,"                    0x1",8.39E+01,-1.88E+00,5.88E-14,4.47E-11,1.66E-03,-1.11E-19,0,8.39E+01,1,1,-1,"                    0x1",2.46E+01,-1.88E+00,1.51E-10,4.47E-11,1.07E-03,6.03E-13,0,2.46E+01
8.25E+00,826,1,1,-1,"                    0x1",2.46E+01,-1.88E+00,1.48E-10,4.47E-11,1.07E-03,4.34E-13,0,2.46E+01,2,1,-1,"                    0x1",8.40E+01,-1.88E+00,-1.73E-14,4.47E-11,1.66E-03,1.94E-18,0,8.40E+01,2,1,-1,"                    0x1",8.40E+01,-1.88E+00,-1.73E-14,4.47E-11,1.66E-03,1.94E-18,0,8.40E+01,1,1,-1,"                    0x1",2.46E+01,-1.88E+00,1.48E-10,4.47E-11,1.07E-03,4.34E-13,0,2.46E+01
8.26E+00,827,1,1,-1,"                    0x1",2.47E+01,-1.88E+00,1.44E-10,4.47E-11,1.07E-03,2.65E-13,0,2.47E+01,2,1,-1,"                    0x1",8.41E+01,-1.88E+00,-1.48E-13,4.47E-11,1.66E-03,-6.27E-18,0,8.41E+01,2,1,-1,"                    0x1",8.41E+01,-1.88E+00,-1.48E-13,4.47E-11,1.66E-03,-6.27E-18,0,8.41E+01,1,1,-1,"                    0x1",2.47E+01,-1.88E+00,1.44E-10,4.47E-11,1.07E-03,2.65E-13,0,2.47E+01
8.27E+00,828,1,1,-1,"                    0x1",2.48E+01,-1.88E+00,1.41E-10,4.47E-11,1.07E-03,9.38E-14,0,2.48E+01,2,1,-1,"                    0x1",8.42E+01,-1.88E+00,-1.25E-13,4.47E-11,1.66E-03,-7.45E-18,0,8.42E+01,2,1,-1,"                    0x1",8.42E+01,-1.88E+00,-1.25E-13,4.47E-11,1.66E-03,-7.45E-18,0,8.42E+01,1,1,-1,"                    0x1",2.48E+01,-1.88E+00,1.41E-10,4.47E-11,1.07E-03,9.38E-14,0,2.48E+01
8.28E+00,829,1,1,-1,"                    0x1",2.48E+01,-1.88E+00,1.37E-10,4.47E-11,1.07E-03,-7.80E-14,0,2.48E+01,2,1,-1,"                    0x1",8.43E+01,-1.88E+00,3.32E-13,4.47E-11,1.66E-03,-1.43E-17,0,8.43E+01,2,1,-1,"                    0x1",8.43E+01,-1.88E+00,3.32E-13,4.47E-11,1.66E-03,-1.43E-17,0,8.43E+01,1,1,-1,"                    0x1",2.48E+01,-1.88E+00,1.37E-10,4.47E-11,1.07E-03,-7.80E-14,0,2.48E+01
8.29E+00,830,1,1,-1,"                    0x1",2.49E+01,-1.88E+00,1.34E-10,4.47E-11,1.07E-03,-2.51E-13,0,2.49E+01,2,1,-1,"                    0x1",8.44E+01,-1.88E+00,8.30E-14,4.47E-11,1.66E-03,2.74E-18,0,8.44E+01,2,1,-1,"                    0x1",8.44E+01,-1.88E+00,8.30E-14,4.47E-11,1.66E-03,2.74E-18,0,8.44E+01,1,1,-1,"                    0x1",2.49E+01,-1.88E+00,1.34E-10,4.47E-11,1.07E-03,-2.51E-13,0,2.49E+01
8.30E+00,831,1,1,-1,"                    0x1",2.49E+01,-1.88E+00,1.30E-10,4.47E-11,1.07E-03,-4.24E-13,0,2.49E+01,2,1,-1,"                    0x1",8.44E+01,-1.88E+00,5.29E-13,4.47E-11,1.66E-03,-8.95E-19,0,8.44E+01,2,1,-1,"                    0x1",8.44E+01,-1.88E+00,5.29E-13,4.47E-11,1.66E-03,-8.95E-19,0,8.44E+01,1,1,-1,"                    0x1",2.49E+01,-1.88E+00,1.30E-10,4.47E-11,1.07E-03,-4.24E-13,0,2.49E+01
8.31E+00,832,1,1,-1,"                    0x1",2.50E+01,-1.88E+00,1.27E-10,4.47E-11,1.07E-03,-5.98E-13,0,2.50E+01,2,1,-1,"                    0x1",8.45E+01,-1.88E+00,3.17E-13,4.47E-11,1.66E-03,-4.48E-18,0,8.45E+01,2,1,-1,"                    0x1",8.45E+01,-1.88E+00,3.17E-13,4.47E-11,1.66E-03,-4.48E-18,0,8.45E+01,1,1,-1,"                    0x1",2.50E+01,-1.88E+00,1.27E-10,4.47E-11,1.07E-03,-5.98E-13,0,2.50E+01
8.32E+00,833,1,1,-1,"                    0x1",2.50E+01,-1.88E+00,1.24E-10,4.47E-11,1.07E-03,-7.72E-13,0,2.50E+01,2,1,-1,"                    0x1",8.46E+01,-1.88E+00,5.89E-13,4.47E-11,1.66E-03,-7.97E-18,0,8.46E+01,2,1,-1,"                    0x1",8.46E+01,-1.88E+00,5.89E-13,4.47E-11,1.66E-03,-7.97E-18,0,8.46E+01,1,1,-1,"                    0x1",2.50E+01,-1.88E+00,1.24E-10,4.47E-11,1.07E-03,-7.72E-13,0,2.50E+01
8.33E+00,834,1,1,-1,"                    0x1",2.51E+01,-1.88E+00,1.20E-10,4.47E-11,1.07E-03,-9.47E-13,0,2.51E+01,2,1,-1,"                    0x1",8.47E+01,-1.88E+00,8.19E-14,4.47E-11,1.66E-03,7.76E-18,0,8.47E+01,2,1,-1,"                    0x1",8.47E+01,-1.88E+00,8.19E-14,4.47E-11,1.66E-03,7.76E-18,0,8.47E+01,1,1,-1,"                    0x1",2.51E+01,-1.88E+00,1.20E-10,4.47E-11,1.07E-03,-9.47E-13,0,2.51E+01
8.34E+00,835,1,1,-1,"                    0x1",2.51E+01,-1.88E+00,1.17E-10,4.47E-11,1.07E-03,-1.12E-12,0,2.51E+01,2,1,-1,"                    0x1",8.48E+01,-1.88E+00,-2.62E-14,4.47E-11,1.66E-03,4.00E-18,0,8.48E+01,2,1,-1,"                    0x1",8.48E+01,-1.88E+00,-2.62E-14,4.47E-11,1.66E-03,4.00E-18,0,8.48E+01,1,1,-1,"                    0x1",2.51E+01,-1.88E+00,1.17E-10,4.47E-11,1.07E-03,-1.12E-12,0,2.51E+01
8.35E+00,836,1,1,-1,"                    0x1",2.52E+01,-1.88E+00,1.13E-10,4.47E-11,1.07E-03,-1.30E-12,0,2.52E+01,2,1,-1,"                    0x1",8.49E+01,-1.88E+00,2.93E-13,4.47E-11,1.66E-03,-3.16E-18,0,8.49E+01,2,1,-1,"                    0x1",8.49E+01,-1.88E+00,2.93E-13,4.47E-11,1.66E-03,-3.16E-18,0,8.49E+01,1,1,-1,"                    0x1",2.52E+01,-1.88E+00,1.13E-10,4.47E-11,1.07E-03,-1.30E-12,0,2.52E+01
8.36E+00,837,1,1,-1,"                    0x1",2.52E+01,-1.88E+00,1.10E-10,4.47E-11,1.07E-03,-1.47E-12,0,2.52E+01,2,1,-1,"                    0x1",8.49E+01,-1.88E+00,5.20E-13,4.47E-11,5.54E-04,-2.09E-18,0,8.49E+01,2,1,-1,"                    0x1",8.49E+01,-1.88E+00,5.20E-13,4.47E-11,5.54E-04,-2.09E-18,0,8.49E+01,1,1,-1,"                    0x1",2.52E+01,-1.88E+00,1.10E-10,4.47E-11,1.07E-03,-1.47E-12,0,2.52E+01
8.37E+00,838,1,1,-1,"                    0x1",2.53E+01,-1.88E+00,1.07E-10,4.47E-11,1.07E-03,-1.65E-12,0,2.53E+01,2,1,-1,"                    0x1",8.50E+01,-1.88E+00,-2.87E-13,4.47E-11,0.00E+00,-5.64E-18,0,8.50E+01,2,1,-1,"                    0x1",8.50E+01,-1.88E+00,-2.87E-13,4.47E-11,0.00E+00,-5.64E-18,0,8.50E+01,1,1,-1,"                    0x1",2.53E+01,-1.88E+00,1.07E-10,4.47E-11,1.07E-03,-1.65E-12,0,2.53E+01
8.38E+00,839,1,1,-1,"                    0x1",2.53E+01,-1.88E+00,1.03E-10,4.47E-11,1.07E-03,-1.82E-12,0,2.53E+01,2,1,-1,"                    0x1",8.51E+01,-1.88E+00,5.54E-13,4.47E-11,0.00E+00,7.73E-18,0,8.51E+01,2,1,-1,"                    0x1",8.51E+01,-1.88E+00,5.54E-13,4.47E-11,0.00E+00,7.73E-18,0,8.51E+01,1,1,-1,"                    0x1",2.53E+01,-1.88E+00,1.03E-10,4.47E-11,1.07E-03,-1.82E-12,0,2.53E+01
8.39E+00,840,1,1,-1,"                    0x1",2.54E+01,-1.88E+00,1.00E-10,4.47E-11,1.07E-03,-1.99E-12,0,2.54E+01,2,1,-1,"                    0x1",8.52E+01,-1.88E+00,5.25E-13,4.47E-11,0.00E+00,1.52E-18,0,8.52E+01,2,1,-1,"                    0x1",8.52E+01,-1.88E+00,5.25E-13,4.47E-11,0.00E+00,1.52E-18,0,8.52E+01,1,1,-1,"                    0x1",2.54E+01,-1.88E+00,1.00E-10,4.47E-11,1.07E-03,-1.99E-12,0,2.54E+01
8.40E+00,841,1,1,-1,"                    0x1",2.55E+01,-1.88E+00,9.67E-11,4.47E-11,1.07E-03,-2.17E-12,0,2.55E+01,2,1,-1,"                    0x1",8.53E+01,-1.88E+00,-1.40E-13,4.47E-11,0.00E+00,-4.51E-18,0,8.53E+01,2,1,-1,"                    0x1",8.53E+01,-1.88E+00,-1.40E-13,4.47E-11,0.00E+00,-4.51E-18,0,8.53E+01,1,1,-1,"                    0x1",2.55E+01,-1.88E+00,9.67E-11,4.47E-11,1.07E-03,-2.17E-12,0,2.55E+01
8.41E+00,842,1,1,-1,"                    0x1",2.55E+01,-1.88E+00,9.35E-11,4.47E-11,1.07E-03,-2.34E-12,0,2.55E+01,2,1,-1,"                    0x1",8.54E+01,-1.88E+00,5.34E-13,4.47E-11,0.00E+00,8.80E-18,0,8.54E+01,2,1,-1,"                    0x1",8.54E+01,-1.88E+00,5.34E-13,4.47E-11,0.00E+00,8.80E-18,0,8.54E+01,1,1,-1,"                    0x1",2.55E+01,-1.88E+00,9.35E-11,4.47E-11,1.07E-03,-2.34E-12,0,2.55E+01
8.42E+00,843,1,1,-1,"                    0x1",2.56E+01,-1.88E+00,9.02E-11,4.47E-11,1.07E-03,-2.51E-12,0,2.56E+01,2,1,-1,"                    0x1",8.54E+01,-1.88E+00,5.42E-14,4.47E-11,0.00E+00,6.04E-18,0,8.54E+01,2,1,-1,"                    0x1",8.54E+01,-1.88E+00,5.42E-14,4.47E-11,0.00E+00,6.04E-18,0,8.54E+01,1,1,-1,"                    0x1",2.56E+01,-1.88E+00,9.02E-11,4.47E-11,1.07E-03,-2.51E-12,0,2.56E+01
8.43E+00,844,1,1,-1,"                    0x1",2.56E+01,-1.88E+00,8.71E-11,4.47E-11,1.07E-03,-2.68E-12,0,2.56E+01,2,1,-1,"                    0x1",8.55E+01,-1.88E+00,-8.75E-14,4.47E-11,0.00E+00,-3.55E-18,0,8.55E+01,2,1,-1,"                    0x1",8.55E+01,-1.88E+00,-8.75E-14,4.47E-11,0.00E+00,-3.55E-18,0,8.55E+01,1,1,-1,"                    0x1",2.56E+01,-1.88E+00,8.71E-11,4.47E-11,1.07E-03,-2.68E-12,0,2.56E+01
8.44E+00,845,1,1,-1,"                    0x1",2.57E+01,-1.88E+00,8.40E-11,4.47E-11,1.07E-03,-2.85E-12,0,2.57E+01,2,1,-1,"                    0x1",8.56E+01,-1.88E+00,2.53E-13,4.47E-11,0.00E+00,6.26E-18,0,8.56E+01,2,1,-1,"                    0x1",8.56E+01,-1.88E+00,2.53E-13,4.47E-11,0.00E+00,6.26E-18,0,8.56E+01,1,1,-1,"                    0x1",2.57E+01,-1.88E+00,8.40E-11,4.47E-11,1.07E-03,-2.85E-12,0,2.57E+01
8.45E+00,846,1,1,-1,"                    0x1",2.57E+01,-1.88E+00,8.09E-11,4.47E-11,1.07E-03,-3.02E-12,0,2.57E+01,2,1,-1,"                    0x1",8.57E+01,-1.88E+00,5.67E-13,4.47E-11,0.00E+00,2.16E-17,0,8.57E+01,2,1,-1,"                    0x1",8.57E+01,-1.88E+00,5.67E-13,4.47E-11,0.00E+00,2.16E-17,0,8.57E+01,1,1,-1,"                    0x1",2.57E+01,-1.88E+00,8.09E-11,4.47E-11,1.07E-03,-3.02E-12,0,2.57E+01
8.46E+00,847,1,1,-1,"                    0x1",2.58E+01,-1.88E+00,7.79E-11,4.47E-11,1.07E-03,-3.19E-12,0,2.58E+01,2,1,-1,"                    0x1",8.58E+01,-1.88E+00,4.03E-13,4.47E-11,0.00E+00,1.16E-17,0,8.58E+01,2,1,-1,"                    0x1",8.58E+01,-1.88E+00,4.03E-13,4.47E-11,0.00E+00,1.16E-17,0,8.58E+01,1,1,-1,"                    0x1",2.58E+01,-1.88E+00,7.79E-11,4.47E-11,1.07E-03,-3.19E-12,0,2.58E+01
8.47E+00,848,1,1,-1,"                    0x1",2.58E+01,-1.88E+00,7.49E-11,4.47E-11,1.07E-03,-3.35E-12,0,2.58E+01,2,1,-1,"                    0x1",8.59E+01,-1.88E+00,5.24E-13,4.47E-11,0.00E+00,4.12E-18,0,8.59E+01,2,1,-1,"                    0x1",8.59E+01,-1.88E+00,5.24E-13,4.47E-11,0.00E+00,4.12E-18,0,8.59E+01,1,1,-1,"                    0x1",2.58E+01,-1.88E+00,7.49E-11,4.47E-11,1.07E-03,-3.35E-12,0,2.58E+01
8.48E+00,849,1,1,-1,"                    0x1",2.59E+01,-1.88E+00,7.19E-11,4.47E-11,1.07E-03,-3.51E-12,0,2.59E+01,2,1,-1,"                    0x1",8.59E+01,-1.88E+00,1.41E-13,4.47E-11,0.00E+00,2.07E-17,0,8.59E+01,2,1,-1,"                    0x1",8.59E+01,-1.88E+00,1.41E-13,4.47E-11,0.00E+00,2.07E-17,0,8.59E+01,1,1,-1,"                    0x1",2.59E+01,-1.88E+00,7.19E-11,4.47E-11,1.07E-03,-3.51E-12,0,2.59E+01
8.49E+00,850,1,1,-1,"                    0x1",2.60E+01,-1.88E+00,6.91E-11,4.47E-11,1.07E-03,-3.68E-12,0,2.60E+01,2,1,-1,"                    0x1",8.60E+01,-1.88E+00,-1.68E-13,4.47E-11,0.00E+00,1.30E-17,0,8.60E+01,2,1,-1,"                    0x1",8.60E+01,-1.88E+00,-1.68E-13,4.47E-11,0.00E+00,1.30E-17,0,8.60E+01,1,1,-1,"                    0x1",2.60E+01,-1.88E+00,6.91E-11,4.47E-11,1.07E-03,-3.68E-12,0,2.60E+01
8.50E+00,851,1,1,-1,"                    0x1",2.60E+01,-1.88E+00,6.62E-11,4.47E-11,1.07E-03,-3.83E-12,0,2.60E+01,2,1,-1,"                    0x1",8.61E+01,-1.88E+00,8.17E-14,4.47E-11,0.00E+00,6.66E-18,0,8.61E+01,2,1,-1,"                    0x1",8.61E+01,-1.88E+00,8.17E-14,4.47E-11,0.00E+00,6.66E-18,0,8.61E+01,1,1,-1,"                    0x1",2.60E+01,-1.88E+00,6.62E-11,4.47E-11,1.07E-03,-3.83E-12,0,2.60E+01
8.51E+00,852,1,1,-1,"                    0x1",2.61E+01,-1.88E+00,6.35E-11,4.47E-11,1.07E-03,-3.99E-12,0,2.61E+01,2,1,-1,"                    0x1",8.62E+01,-1.88E+00,2.73E-13,4.47E-11,0.00E+00,2.32E-17,0,8.62E+01,2,1,-1,"                    0x1",8.62E+01,-1.88E+00,2.73E-13,4.47E-11,0.00E+00,2.32E-17,0,8.62E+01,1,1,-1,"                    0x1",2.61E+01,-1.88E+00,6.35E-11,4.47E-11,1.07E-03,-3.99E-12,0,2.61E+01
8.52E+00,853,1,1,-1,"                    0x1",2.61E+01,-1.88E+00,6.09E-11,4.47E-11,1.07E-03,-4.15E-12,0,2.61E+01,2,1,-1,"                    0x1",8.63E+01,-1.88E+00,-5.81E-13,4.47E-11,0.00E+00,1.20E-17,0,8.63E+01,2,1,-1,"                    0x1",8.63E+01,-1.88E+00,-5.81E-13,4.47E-11,0.00E+00,1.20E-17,0,8.63E+01,1,1,-1,"                    0x1",2.61E+01,-1.88E+00,6.09E-11,4.47E-11,1.07E-03,-4.15E-12,0,2.61E+01
8.53E+00,854,1,1,-1,"                    0x1",2.62E+01,-1.88E+00,5.82E-11,4.47E-11,1.07E-03,-4.30E-12,0,2.62E+01,2,1,-1,"                    0x1",8.64E+01,-1.88E+00,4.47E-13,4.47E-11,0.00E+00,2.37E-17,0,8.64E+01,2,1,-1,"                    0x1",8.64E+01,-1.88E+00,4.47E-13,4.47E-11,0.00E+00,2.37E-17,0,8.64E+01,1,1,-1,"                    0x1",2.62E+01,-1.88E+00,5.82E-11,4.47E-11,1.07E-03,-4.30E-12,0,2.62E+01
8.54E+00,855,1,1,-1,"                    0x1",2.62E+01,-1.88E+00,5.57E-11,4.47E-11,1.07E-03,-4.45E-12,0,2.62E+01,2,1,-1,"                    0x1",8.64E+01,-1.88E+00,3.72E-13,4.47E-11,0.00E+00,1.47E-17,0,8.64E+01,2,1,-1,"                    0x1",8.64E+01,-1.88E+00,3.72E-13,4.47E-11,0.00E+00,1.47E-17,0,8.64E+01,1,1,-1,"                    0x1",2.62E+01,-1.88E+00,5.57E-11,4.47E-11,1.07E-03,-4.45E-12,0,2.62E+01
8.55E+00,856,1,1,-1,"                    0x1",2.63E+01,-1.88E+00,5.31E-11,4.47E-11,1.07E-03,-4.59E-12,0,2.63E+01,2,1,-1,"                    0x1",8.65E+01,-1.88E+00,3.16E-13,4.47E-11,0.00E+00,2.64E-17,0,8.65E+01,2,1,-1,"                    0x1",8.65E+01,-1.88E+00,3.16E-13,4.47E-11,0.00E+00,2.64E-17,0,8.65E+01,1,1,-1,"                    0x1",2.63E+01,-1.88E+00,5.31E-11,4.47E-11,1.07E-03,-4.59E-12,0,2.63E+01
8.56E+00,857,1,1,-1,"                    0x1",2.63E+01,-1.88E+00,5.08E-11,4.47E-11,1.07E-03,-4.74E-12,0,2.63E+01,2,1,-1,"                    0x1",8.66E+01,-1.88E+00,9.28E-14,4.47E-11,0.00E+00,1.74E-17,0,8.66E+01,2,1,-1,"                    0x1",8.66E+01,-1.88E+00,9.28E-14,4.47E-11,0.00E+00,1.74E-17,0,8.66E+01,1,1,-1,"                    0x1",2.63E+01,-1.88E+00,5.08E-11,4.47E-11,1.07E-03,-4.74E-12,0,2.63E+01
8.57E+00,858,1,1,-1,"                    0x1",2.64E+01,-1.88E+00,4.83E-11,4.47E-11,1.07E-03,-4.88E-12,0,2.64E+01,2,1,-1,"                    0x1",8.67E+01,-1.88E+00,3.11E-13,4.47E-11,0.00E+00,8.57E-18,0,8.67E+01,2,1,-1,"                    0x1",8.67E+01,-1.88E+00,3.11E-13,4.47E-11,0.00E+00,8.57E-18,0,8.67E+01,1,1,-1,"                    0x1",2.64E+01,-1.88E+00,4.83E-11,4.47E-11,1.07E-03,-4.88E-12,0,2.64E+01
8.58E+00,859,1,1,-1,"                    0x1",2.65E+01,-1.88E+00,4.61E-11,4.47E-11,1.07E-03,-5.02E-12,0,2.65E+01,2,1,-1,"                    0x1",8.68E+01,-1.88E+00,4.78E-13,4.47E-11,0.00E+00,2.38E-17,0,8.68E+01,2,1,-1,"                    0x1",8.68E+01,-1.88E+00,4.78E-13,4.47E-11,0.00E+00,2.38E-17,0,8.68E+01,1,1,-1,"                    0x1",2.65E+01,-1.88E+00,4.61E-11,4.47E-11,1.07E-03,-5.02E-12,0,2.65E+01
8.59E+00,860,1,1,-1,"                    0x1",2.65E+01,-1.88E+00,4.39E-11,4.47E-11,1.07E-03,-5.15E-12,0,2.65E+01,2,1,-1,"                    0x1",8.69E+01,-1.88E+00,-2.23E-13,4.47E-11,0.00E+00,1.14E-17,0,8.69E+01,2,1,-1,"                    0x1",8.69E+01,-1.88E+00,-2.23E-13,4.47E-11,0.00E+00,1.14E-17,0,8.69E+01,1,1,-1,"                    0x1",2.65E+01,-1.88E+00,4.39E-11,4.47E-11,1.07E-03,-5.15E-12,0,2.65E+01
8.60E+00,861,1,1,-1,"                    0x1",2.66E+01,-1.88E+00,4.17E-11,4.47E-11,1.07E-03,-5.28E-12,0,2.66E+01,2,1,-1,"                    0x1",8.69E+01,-1.88E+00,-3.55E-13,4.47E-11,0.00E+00,3.89E-18,0,8.69E+01,2,1,-1,"                    0x1",8.69E+01,-1.88E+00,-3.55E-13,4.47E-11,0.00E+00,3.89E-18,0,8.69E+01,1,1,-1,"                    0x1",2.66E+01,-1.88E+00,4.17E-11,4.47E-11,1.07E-03,-5.28E-12,0,2.66E+01
8.61E+00,862,1,1,-1,"                    0x1",2.66E+01,-1.88E+00,3.96E-11,4.47E-11,1.07E-03,-5.41E-12,0,2.66E+01,2,1,-1,"                    0x1",8.70E+01,-1.88E+00,1.00E-13,4.47E-11,0.00E+00,1.81E-17,0,8.70E+01,2,1,-1,"                    0x1",8.70E+01,-1.88E+00,1.00E-13,4.47E-11,0.00E+00,1.81E-17,0,8.70E+01,1,1,-1,"                    0x1",2.66E+01,-1.88E+00,3.96E-11,4.47E-11,1.07E-03,-5.41E-12,0,2.66E+01
8.62E+00,863,1,1,-1,"                    0x1",2.67E+01,-1.88E+00,3.77E-11,4.47E-11,1.07E-03,-5.53E-12,0,2.67E+01,2,1,-1,"                    0x1",8.71E+01,-1.88E+00,8.44E-14,4.47E-11,0.00E+00,1.04E-17,0,8.71E+01,2,1,-1,"                    0x1",8.71E+01,-1.88E+00,8.44E-14,4.47E-11,0.00E+00,1.04E-17,0,8.71E+01,1,1,-1,"                    0x1",2.67E+01,-1.88E+00,3.77E-11,4.47E-11,1.07E-03,-5.53E-12,0,2.67E+01
