                simTime,               simFrame,               playerId,                     id,                 prevId,                 nextId,            lateralDist,                 yawRel,                curvHor,             curvHorDot,                startDx,              previewDx,                  width,                 height,               curvVert,            curvVertDot,                   type,                  color,
+1.0999999754130840e-01,                     12,                      1,                      0,                     -1,                     -1,+1.9405881166458130e+00,-2.8035880532115698e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+1.1999999731779099e-01,                     13,                      1,                      0,                     -1,                     -1,+1.9405881166458130e+00,-2.8035880532115698e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+1.2999999709427357e-01,                     14,                      1,                      0,                     -1,                     -1,+1.9405881166458130e+00,-2.8035880532115698e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+1.3999999687075615e-01,                     15,                      1,                      0,                     -1,                     -1,+1.9405881166458130e+00,-2.8035880532115698e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+1.4999999664723873e-01,                     16,                      1,                      0,                     -1,                     -1,+1.9405881166458130e+00,-2.8035880532115698e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+1.5999999642372131e-01,                     17,                      1,                      0,                     -1,                     -1,+1.9405881166458130e+00,-2.8035880532115698e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+1.6999999620020390e-01,                     18,                      1,                      0,                     -1,                     -1,+1.9405881166458130e+00,-2.8035880532115698e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+1.7999999597668648e-01,                     19,                      1,                      0,                     -1,                     -1,+1.9405881166458130e+00,-2.8035880532115698e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+1.8999999575316906e-01,                     20,                      1,                      0,                     -1,                     -1,+1.9405881166458130e+00,-2.8035880532115698e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+1.9999999552965164e-01,                     21,                      1,                      0,                     -1,                     -1,+1.9405881166458130e+00,-2.8035880532115698e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+2.0999999530613422e-01,                     22,                      1,                      0,                     -1,                     -1,+1.9405881166458130e+00,-2.8035880532115698e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+2.1999999508261681e-01,                     23,                      1,                      0,                     -1,                     -1,+1.9405881166458130e+00,-2.8035880532115698e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+2.2999999485909939e-01,                     24,                      1,                      0,                     -1,                     -1,+1.9405881166458130e+00,-2.8035880532115698e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+2.3999999463558197e-01,                     25,                      1,                      0,                     -1,                     -1,+1.9405881166458130e+00,-2.8035880532115698e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+2.4999999441206455e-01,                     26,                      1,                      0,                     -1,                     -1,+1.9405881166458130e+00,-2.8035880532115698e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+2.5999999418854713e-01,                     27,                      1,                      0,                     -1,                     -1,+1.9405881166458130e+00,-2.8035880532115698e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+2.6999999396502972e-01,                     28,                      1,                      0,                     -1,                     -1,+1.9405881166458130e+00,-2.8035880532115698e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+2.7999999374151230e-01,                     29,                      1,                      0,                     -1,                     -1,+1.9405881166458130e+00,-2.8035880532115698e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+2.8999999351799488e-01,                     30,                      1,                      0,                     -1,                     -1,+1.9405881166458130e+00,-2.8035880532115698e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+2.9999999329447746e-01,                     31,                      1,                      0,                     -1,                     -1,+1.9405881166458130e+00,-2.8035887517035007e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+3.0999999307096004e-01,                     32,                      1,                      0,                     -1,                     -1,+1.9405881166458130e+00,-2.8035899158567190e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+3.1999999284744263e-01,                     33,                      1,                      0,                     -1,                     -1,+1.9405881166458130e+00,-2.8035920113325119e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+3.2999999262392521e-01,                     34,                      1,                      0,                     -1,                     -1,+1.9405881166458130e+00,-2.8035948053002357e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+3.3999999240040779e-01,                     35,                      1,                      0,                     -1,                     -1,+1.9405881166458130e+00,-2.8035985305905342e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+3.4999999217689037e-01,                     36,                      1,                      0,                     -1,                     -1,+1.9405881166458130e+00,-2.8036029543727636e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+3.5999999195337296e-01,                     37,                      1,                      0,                     -1,                     -1,+1.9405882358551025e+00,-2.8036080766469240e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+3.6999999172985554e-01,                     38,                      1,                      0,                     -1,                     -1,+1.9405882358551025e+00,-2.8036131989210844e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+3.7999999150633812e-01,                     39,                      1,                      0,                     -1,                     -1,+1.9405882358551025e+00,-2.8036166913807392e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+3.8999999128282070e-01,                     40,                      1,                      0,                     -1,                     -1,+1.9405882358551025e+00,-2.8036201838403940e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+3.9999999105930328e-01,                     41,                      1,                      0,                     -1,                     -1,+1.9405882358551025e+00,-2.8036343865096569e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+4.0999999083578587e-01,                     42,                      1,                      0,                     -1,                     -1,+1.9405882358551025e+00,-2.8036634903401136e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+4.1999999061226845e-01,                     43,                      1,                      0,                     -1,                     -1,+1.9405882358551025e+00,-2.8036918956786394e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+4.2999999038875103e-01,                     44,                      1,                      0,                     -1,                     -1,+1.9405882358551025e+00,-2.8037070296704769e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+4.3999999016523361e-01,                     45,                      1,                      0,                     -1,                     -1,+1.9405882358551025e+00,-2.8036930598318577e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+4.4999998994171619e-01,                     46,                      1,                      0,                     -1,                     -1,+1.9405883550643921e+00,-2.8036406729370356e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+4.5999998971819878e-01,                     47,                      1,                      0,                     -1,                     -1,+1.9405883550643921e+00,-2.8035587165504694e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+4.6999998949468136e-01,                     48,                      1,                      0,                     -1,                     -1,+1.9405884742736816e+00,-2.8034697752445936e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+4.7999998927116394e-01,                     49,                      1,                      0,                     -1,                     -1,+1.9405884742736816e+00,-2.8034001588821411e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+4.8999998904764652e-01,                     50,                      1,                      0,                     -1,                     -1,+1.9405884742736816e+00,-2.8033489361405373e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+4.9999998882412910e-01,                     51,                      1,                      0,                     -1,                     -1,+1.9405884742736816e+00,-2.8032858390361071e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+5.0999998860061169e-01,                     52,                      1,                      0,                     -1,                     -1,+1.9405883550643921e+00,-2.8031973633915186e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+5.1999998837709427e-01,                     53,                      1,                      0,                     -1,                     -1,+1.9405883550643921e+00,-2.8031021356582642e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+5.2999998815357685e-01,                     54,                      1,                      0,                     -1,                     -1,+1.9405882358551025e+00,-2.8030229732394218e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+5.3999998793005943e-01,                     55,                      1,                      0,                     -1,                     -1,+1.9405882358551025e+00,-2.8029715176671743e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+5.4999998770654202e-01,                     56,                      1,                      0,                     -1,                     -1,+1.9405879974365234e+00,-2.8029496315866709e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+5.5999998748302460e-01,                     57,                      1,                      0,                     -1,                     -1,+1.9405878782272339e+00,-2.8029661625623703e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+5.6999998725950718e-01,                     58,                      1,                      0,                     -1,                     -1,+1.9405875205993652e+00,-2.8030339162796736e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+5.7999998703598976e-01,                     59,                      1,                      0,                     -1,                     -1,+1.9405872821807861e+00,-2.8031419496983290e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+5.8999998681247234e-01,                     60,                      1,                      0,                     -1,                     -1,+1.9405869245529175e+00,-2.8032588306814432e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+5.9999998658895493e-01,                     61,                      1,                      0,                     -1,                     -1,+1.9405864477157593e+00,-2.8033629059791565e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+6.0999998636543751e-01,                     62,                      1,                      0,                     -1,                     -1,+1.9405858516693115e+00,-2.8034625574946404e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+6.1999998614192009e-01,                     63,                      1,                      0,                     -1,                     -1,+1.9405848979949951e+00,-2.8035717550665140e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+6.2999998591840267e-01,                     64,                      1,                      0,                     -1,                     -1,+1.9405837059020996e+00,-2.8036900330334902e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+6.3999998569488525e-01,                     65,                      1,                      0,                     -1,                     -1,+1.9405820369720459e+00,-2.8037945739924908e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+6.4999998547136784e-01,                     66,                      1,                      0,                     -1,                     -1,+1.9405797719955444e+00,-2.8038679156452417e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+6.5999998524785042e-01,                     67,                      1,                      0,                     -1,                     -1,+1.9405769109725952e+00,-2.8039121534675360e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+6.6999998502433300e-01,                     68,                      1,                      0,                     -1,                     -1,+1.9405734539031982e+00,-2.8039324097335339e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+6.7999998480081558e-01,                     69,                      1,                      0,                     -1,                     -1,+1.9405692815780640e+00,-2.8039338067173958e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+6.8999998457729816e-01,                     70,                      1,                      0,                     -1,                     -1,+1.9405641555786133e+00,-2.8039312455803156e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+6.9999998435378075e-01,                     71,                      1,                      0,                     -1,                     -1,+1.9405581951141357e+00,-2.8039412572979927e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+7.0999998413026333e-01,                     72,                      1,                      0,                     -1,                     -1,+1.9405514001846313e+00,-2.8039684984833002e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+7.1999998390674591e-01,                     73,                      1,                      0,                     -1,                     -1,+1.9405436515808105e+00,-2.8040066827088594e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+7.2999998368322849e-01,                     74,                      1,                      0,                     -1,                     -1,+1.9405350685119629e+00,-2.8040450997650623e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+7.3999998345971107e-01,                     75,                      1,                      0,                     -1,                     -1,+1.9405257701873779e+00,-2.8040700126439333e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+7.4999998323619366e-01,                     76,                      1,                      0,                     -1,                     -1,+1.9405157566070557e+00,-2.8040690813213587e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+7.5999998301267624e-01,                     77,                      1,                      0,                     -1,                     -1,+1.9405050277709961e+00,-2.8040427714586258e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+7.6999998278915882e-01,                     78,                      1,                      0,                     -1,                     -1,+1.9404937028884888e+00,-2.8040038887411356e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+7.7999998256564140e-01,                     79,                      1,                      0,                     -1,                     -1,+1.9404815435409546e+00,-2.8039668686687946e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
+7.8999998234212399e-01,                     80,                      1,                      0,                     -1,                     -1,+1.9404689073562622e+00,-2.8039354365319014e-03,+0.0000000000000000e+00,-0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+02,+1.2999999523162842e-01,+1.9999999552965164e-02,-0.0000000000000000e+00,-0.0000000000000000e+00,                      1,                      3,
