                simTime,               simFrame,               playerId,                 roadId,                 laneId,                  flags,                  roadS,                  roadT,             laneOffset,                 hdgRel,               pitchRel,                rollRel,               roadType,                  pathS,               playerId,                 roadId,                 laneId,                  flags,                  roadS,                  roadT,             laneOffset,                 hdgRel,               pitchRel,                rollRel,               roadType,                  pathS,
+2.0999999530613422e-01,                     22,                      2,                      1,                     -1,                    0x1,+5.0021999359130859e+01,-1.8750000000000000e+00,+6.2172489379008766e-15,+3.9719338928989600e-11,+1.6624999698251486e-03,+1.0206787767599772e-21,                      0,+5.0021999359130859e+01,                      1,                      1,                     -1,                    0x1,+2.6191329956054688e+00,-2.0055880546569824e+00,-1.3058812916278839e-01,-2.8035880532115698e-03,+4.9214781029149890e-04,-4.2949476640801232e-19,                      0,+2.6191329956054688e+00,
+2.1999999508261681e-01,                     23,                      2,                      1,                     -1,                    0x1,+5.0024150848388672e+01,-1.8750000000000000e+00,-2.1493917756743031e-13,+3.9719338928989600e-11,+1.6624999698251486e-03,-3.3308327698813901e-21,                      0,+5.0024150848388672e+01,                      1,                      1,                     -1,                    0x1,+2.6191327571868896e+00,-2.0055880546569824e+00,-1.3058812916278839e-01,-2.8035880532115698e-03,+4.9709848826751113e-04,-2.1276960728408894e-19,                      0,+2.6191327571868896e+00,
+2.2999999485909939e-01,                     24,                      2,                      1,                     -1,                    0x1,+5.0026401519775391e+01,-1.8750000000000000e+00,-2.1738166822160565e-13,+3.9719338928989600e-11,+1.6624999698251486e-03,-6.3725121974032950e-21,                      0,+5.0026401519775391e+01,                      1,                      1,                     -1,                    0x1,+2.6191325187683105e+00,-2.0055880546569824e+00,-1.3058812916278839e-01,-2.8035880532115698e-03,+5.0209998153150082e-04,+1.7186974590693545e-20,                      0,+2.6191325187683105e+00,
+2.3999999463558197e-01,                     25,                      2,                      1,                     -1,                    0x1,+5.0028751373291016e+01,-1.8750000000000000e+00,-9.2592600253738055e-14,+3.9719338928989600e-11,+1.6624999698251486e-03,-4.3732982440128887e-21,                      0,+5.0028751373291016e+01,                      1,                      1,                     -1,                    0x1,+2.6191322803497314e+00,-2.0055880546569824e+00,-1.3058812916278839e-01,-2.8035880532115698e-03,+5.0714949611574411e-04,+1.7431997766593970e-19,                      0,+2.6191322803497314e+00,
+2.4999999441206455e-01,                     26,                      2,                      1,                     -1,                    0x1,+5.0031200408935547e+01,-1.8750000000000000e+00,-1.3833378886829450e-13,+3.9719338928989600e-11,+1.6624999698251486e-03,+2.4690654660175972e-21,                      0,+5.0031200408935547e+01,                      1,                      1,                     -1,                    0x1,+2.6191320419311523e+00,-2.0055880546569824e+00,-1.3058812916278839e-01,-2.8035880532115698e-03,+5.1224115304648876e-04,+1.6333693198640202e-19,                      0,+2.6191320419311523e+00,
+2.5999999418854713e-01,                     27,                      2,                      1,                     -1,                    0x1,+5.0033748626708984e+01,-1.8750000000000000e+00,-1.7985612998927536e-13,+3.9719338928989600e-11,+1.6624999698251486e-03,-6.5062860432638727e-21,                      0,+5.0033748626708984e+01,                      1,                      1,                     -1,                    0x1,+2.6191318035125732e+00,-2.0055880546569824e+00,-1.3058812916278839e-01,-2.8035880532115698e-03,+5.1736371824517846e-04,-3.0691971173283229e-20,                      0,+2.6191318035125732e+00,
+2.6999999396502972e-01,                     28,                      2,                      1,                     -1,                    0x1,+5.0036399841308594e+01,-1.8750000000000000e+00,-8.3044682241961709e-14,+3.9719338928989600e-11,+1.6624999698251486e-03,-1.1797434880958111e-20,                      0,+5.0036399841308594e+01,                      1,                      1,                     -1,                    0x1,+2.6191315650939941e+00,-2.0055880546569824e+00,-1.3058812916278839e-01,-2.8035880532115698e-03,+5.2250124281272292e-04,+1.8525899564414416e-11,                      0,+2.6191315650939941e+00,
+2.7999999374151230e-01,                     29,                      2,                      1,                     -1,                    0x1,+5.0039150238037109e+01,-1.8750000000000000e+00,-1.1501910535116622e-13,+3.9719338928989600e-11,+1.6624999698251486e-03,-1.2722132332912898e-20,                      0,+5.0039150238037109e+01,                      1,                      1,                     -1,                    0x1,+2.6191313266754150e+00,-2.0055880546569824e+00,-1.3058812916278839e-01,-2.8035882860422134e-03,+5.2763527492061257e-04,+1.4386711266745067e-10,                      0,+2.6191313266754150e+00,
+2.8999999351799488e-01,                     30,                      2,                      1,                     -1,                    0x1,+5.0041999816894531e+01,-1.8750000000000000e+00,-1.2834178164666810e-13,+3.9719338928989600e-11,+1.6624999698251486e-03,-7.5209272699302973e-21,                      0,+5.0041999816894531e+01,                      1,                      1,                     -1,                    0x1,+2.6191313266754150e+00,-2.0055880546569824e+00,-1.3058812916278839e-01,-2.8035889845341444e-03,+5.3274753736332059e-04,+4.8296955323934299e-10,                      0,+2.6191313266754150e+00,
+2.9999999329447746e-01,                     31,                      2,                      1,                     -1,                    0x1,+5.0044948577880859e+01,-1.8750000000000000e+00,+7.1276318180935050e-14,+3.9719338928989600e-11,+1.6624999698251486e-03,-2.4545977216748753e-20,                      0,+5.0044948577880859e+01,                      1,                      1,                     -1,                    0x1,+2.6191310882568359e+00,-2.0055880546569824e+00,-1.3058812916278839e-01,-2.8035901486873627e-03,+5.3782161558046937e-04,+1.1372986996605050e-09,                      0,+2.6191310882568359e+00,
+3.0999999307096004e-01,                     32,                      2,                      1,                     -1,                    0x1,+5.0048000335693359e+01,-1.8750000000000000e+00,-9.4368957093138306e-14,+3.9719338928989600e-11,+1.6624999698251486e-03,-5.6943351667252674e-21,                      0,+5.0048000335693359e+01,                      1,                      1,                     -1,                    0x1,+2.6191308498382568e+00,-2.0055880546569824e+00,-1.3058812916278839e-01,-2.8035917785018682e-03,+5.4284406360238791e-04,+2.1557065021937660e-09,                      0,+2.6191308498382568e+00,
+3.1999999284744263e-01,                     33,                      2,                      1,                     -1,                    0x1,+5.0051151275634766e+01,-1.8750000000000000e+00,-1.2545520178264269e-13,+3.9719338928989600e-11,+1.6624999698251486e-03,-1.3239030550672610e-20,                      0,+5.0051151275634766e+01,                      1,                      1,                     -1,                    0x1,+2.6191306114196777e+00,-2.0055880546569824e+00,-1.3058812916278839e-01,-2.8035938739776611e-03,+5.4780358914285898e-04,+3.5344842608253657e-09,                      0,+2.6191306114196777e+00,
+3.2999999262392521e-01,                     34,                      2,                      1,                     -1,                    0x1,+5.0054401397705078e+01,-1.8750000000000000e+00,+1.4077627952246985e-13,+3.9719338928989600e-11,+1.6624999698251486e-03,-1.1076301407873796e-20,                      0,+5.0054401397705078e+01,                      1,                      1,                     -1,                    0x1,+2.6191306114196777e+00,-2.0055880546569824e+00,-1.3058812916278839e-01,-2.8035966679453850e-03,+5.5269023869186640e-04,+5.2367479241866022e-09,                      0,+2.6191306114196777e+00,
+3.3999999240040779e-01,                     35,                      2,                      1,                     -1,                    0x1,+5.0057750701904297e+01,-1.8750000000000000e+00,-1.5165646516379638e-13,+3.9719338928989600e-11,+1.6624999698251486e-03,+3.2225849987879242e-21,                      0,+5.0057750701904297e+01,                      1,                      1,                     -1,                    0x1,+2.6191303730010986e+00,-2.0055880546569824e+00,-1.3058812916278839e-01,-2.8035996947437525e-03,+5.5749434977769852e-04,+7.2035941656167779e-09,                      0,+2.6191303730010986e+00,
+3.4999999217689037e-01,                     36,                      2,                      1,                     -1,                    0x1,+5.0061199188232422e+01,-1.8750000000000000e+00,-1.3811174426336947e-13,+3.9719338928989600e-11,+1.6624999698251486e-03,-1.6160178494225280e-20,                      0,+5.0061199188232422e+01,                      1,                      1,                     -1,                    0x1,+2.6191301345825195e+00,-2.0055880546569824e+00,-1.3058812916278839e-01,-2.8036034200340509e-03,+5.6220550322905183e-04,+9.3882315255200410e-09,                      0,+2.6191301345825195e+00,
+3.5999999195337296e-01,                     37,                      2,                      1,                     -1,                    0x1,+5.0064750671386719e+01,-1.8750000000000000e+00,+1.5543122344752192e-15,+3.9719338928989600e-11,+1.6624999698251486e-03,-2.8373871823611528e-20,                      0,+5.0064750671386719e+01,                      1,                      1,                     -1,                    0x1,+2.6191301345825195e+00,-2.0055880546569824e+00,-1.3058812916278839e-01,-2.8036071453243494e-03,+5.6687742471694946e-04,+1.1712178782374849e-08,                      0,+2.6191301345825195e+00,
+3.6999999172985554e-01,                     38,                      2,                      1,                     -1,                    0x1,+5.0068401336669922e+01,-1.8750000000000000e+00,-1.5676349107707210e-13,+3.9719338928989600e-11,+1.6624999698251486e-03,-3.2133391551793700e-20,                      0,+5.0068401336669922e+01,                      1,                      1,                     -1,                    0x1,+2.6191310882568359e+00,-2.0055880546569824e+00,-1.3058811426162720e-01,-2.8036106377840042e-03,+5.7209550868719816e-04,+1.4091350308831352e-08,                      0,+2.6191310882568359e+00,
+3.7999999150633812e-01,                     39,                      2,                      1,                     -1,                    0x1,+5.0072151184082031e+01,-1.8750000000000000e+00,-3.8857805861880479e-14,+3.9719338928989600e-11,+1.6624999698251486e-03,-3.0450434434417745e-20,                      0,+5.0072151184082031e+01,                      1,                      1,                     -1,                    0x1,+2.6191353797912598e+00,-2.0055880546569824e+00,-1.3058809936046600e-01,-2.8036143630743027e-03,+5.7884753914549947e-04,+1.6495413035499951e-08,                      0,+2.6191353797912598e+00,
+3.8999999128282070e-01,                     40,                      2,                      1,                     -1,                    0x1,+5.0076000213623047e+01,-1.8750000000000000e+00,-1.0036416142611415e-13,+3.9719338928989600e-11,+1.6624999698251486e-03,-7.9557746639210034e-21,                      0,+5.0076000213623047e+01,                      1,                      1,                     -1,                    0x1,+2.6191439628601074e+00,-2.0055880546569824e+00,-1.3058808445930481e-01,-2.8036178555339575e-03,+5.8759743114933372e-04,+1.8946559876553692e-08,                      0,+2.6191439628601074e+00,
+3.9999999105930328e-01,                     41,                      2,                      1,                     -1,                    0x1,+5.0079948425292969e+01,-1.8750000000000000e+00,-2.9243274468626623e-13,+3.9719338928989600e-11,+1.6624999698251486e-03,-3.4605349726574532e-20,                      0,+5.0079948425292969e+01,                      1,                      1,                     -1,                    0x1,+2.6191563606262207e+00,-2.0055880546569824e+00,-1.3058803975582123e-01,-2.8036211151629686e-03,+5.9795717243105173e-04,+2.1472287059509654e-08,                      0,+2.6191563606262207e+00,
+4.0999999083578587e-01,                     42,                      2,                      1,                     -1,                    0x1,+5.0083999633789062e+01,-1.8750000000000000e+00,-1.3544720900426910e-14,+3.9719338928989600e-11,+1.6624999698251486e-03,-3.6891379671638464e-20,                      0,+5.0083999633789062e+01,                      1,                      1,                     -1,                    0x1,+2.6191706657409668e+00,-2.0055880546569824e+00,-1.3058799505233765e-01,-2.8036239091306925e-03,+6.0907116858288646e-04,+2.4086777017373606e-08,                      0,+2.6191706657409668e+00,
+4.1999999061226845e-01,                     43,                      2,                      1,                     -1,                    0x1,+5.0088150024414062e+01,-1.8750000000000000e+00,+4.4408920985006262e-16,+3.9719338928989600e-11,+1.6624999698251486e-03,-3.6871401321140748e-20,                      0,+5.0088150024414062e+01,                      1,                      1,                     -1,                    0x1,+2.6191854476928711e+00,-2.0055880546569824e+00,-1.3058795034885406e-01,-2.8036264702677727e-03,+6.1994878342375159e-04,+2.6781981077306227e-08,                      0,+2.6191854476928711e+00,
+4.2999999038875103e-01,                     44,                      2,                      1,                     -1,                    0x1,+5.0092399597167969e+01,-1.8750000000000000e+00,-5.0848214527832170e-14,+3.9719338928989600e-11,+1.6624999698251486e-03,-2.8973076935700967e-20,                      0,+5.0092399597167969e+01,                      1,                      1,                     -1,                    0x1,+2.6191987991333008e+00,-2.0055878162384033e+00,-1.3058792054653168e-01,-2.8036287985742092e-03,+6.2976527260616422e-04,+2.9529189760069130e-08,                      0,+2.6191987991333008e+00,
+4.3999999016523361e-01,                     45,                      2,                      1,                     -1,                    0x1,+5.0096748352050781e+01,-1.8750000000000000e+00,-3.4638958368304884e-14,+3.9719338928989600e-11,+1.6624999698251486e-03,-5.8472969370783045e-21,                      0,+5.0096748352050781e+01,                      1,                      1,                     -1,                    0x1,+2.6192109584808350e+00,-2.0055878162384033e+00,-1.3058787584304810e-01,-2.8036315925419331e-03,+6.3877919455990195e-04,+3.2226033397364517e-08,                      0,+2.6192109584808350e+00,
+4.4999998994171619e-01,                     46,                      2,                      1,                     -1,                    0x1,+5.0101200103759766e+01,-1.8750000000000000e+00,-1.4699352846037073e-13,+3.9719338928989600e-11,+1.6624999698251486e-03,-1.6194285154208887e-20,                      0,+5.0101200103759766e+01,                      1,                      1,                     -1,                    0x1,+2.6192257404327393e+00,-2.0055878162384033e+00,-1.3058783113956451e-01,-2.8036343865096569e-03,+6.4855412347242236e-04,+3.5004685372541644e-08,                      0,+2.6192257404327393e+00,
+4.5999998971819878e-01,                     47,                      2,                      1,                     -1,                    0x1,+5.0105751037597656e+01,-1.8750000000000000e+00,+1.4210854715202004e-14,+3.9719338928989600e-11,+1.6624999698251486e-03,-2.4167915287133672e-20,                      0,+5.0105751037597656e+01,                      1,                      1,                     -1,                    0x1,+2.6192469596862793e+00,-2.0055878162384033e+00,-1.3058777153491974e-01,-2.8036390431225300e-03,+6.6093145869672298e-04,+3.7957633480800723e-08,                      0,+2.6192469596862793e+00,
+4.6999998949468136e-01,                     48,                      2,                      1,                     -1,                    0x1,+5.0110401153564453e+01,-1.8750000000000000e+00,-4.6629367034256575e-15,+3.9719338928989600e-11,+1.6624999698251486e-03,-1.7051258809098029e-20,                      0,+5.0110401153564453e+01,                      1,                      1,                     -1,                    0x1,+2.6192762851715088e+00,-2.0055875778198242e+00,-1.3058768212795258e-01,-2.8036439325660467e-03,+6.7714415490627289e-04,+4.1171634990178063e-08,                      0,+2.6192762851715088e+00,
+4.7999998927116394e-01,                     49,                      2,                      1,                     -1,                    0x1,+5.0115150451660156e+01,-1.8750000000000000e+00,+1.4765966227514582e-13,+3.9719338928989600e-11,+1.6624999698251486e-03,-6.3088835098252841e-21,                      0,+5.0115150451660156e+01,                      1,                      1,                     -1,                    0x1,+2.6193175315856934e+00,-2.0055875778198242e+00,-1.3058756291866302e-01,-2.8036502189934254e-03,+6.9879629882052541e-04,+4.4660598774726168e-08,                      0,+2.6193175315856934e+00,
+4.8999998904764652e-01,                     50,                      2,                      1,                     -1,                    0x1,+5.0119998931884766e+01,-1.8750000000000000e+00,+2.1760371282653068e-14,+3.9719338928989600e-11,+1.6624999698251486e-03,-3.6424843343810021e-20,                      0,+5.0119998931884766e+01,                      1,                      1,                     -1,                    0x1,+2.6193737983703613e+00,-2.0055873394012451e+00,-1.3058739900588989e-01,-2.8036567382514477e-03,+7.2724756319075823e-04,+4.8555488518786660e-08,                      0,+2.6193737983703613e+00,
+4.9999998882412910e-01,                     51,                      2,                      1,                     -1,                    0x1,+5.0124950408935547e+01,-1.8750000000000000e+00,+2.4868995751603507e-14,+3.9719338928989600e-11,+1.6624999698251486e-03,-5.7547704847744262e-20,                      0,+5.0124950408935547e+01,                      1,                      1,                     -1,                    0x1,+2.6194446086883545e+00,-2.0055871009826660e+00,-1.3058719038963318e-01,-2.8036644216626883e-03,+7.6263310620561242e-04,+5.2887969559378689e-08,                      0,+2.6194446086883545e+00,
+5.0999998860061169e-01,                     52,                      2,                      1,                     -1,                    0x1,+5.0130001068115234e+01,-1.8750000000000000e+00,-4.3520742565306136e-14,+3.9719338928989600e-11,+1.6624999698251486e-03,-6.2723057285410313e-20,                      0,+5.0130001068115234e+01,                      1,                      1,                     -1,                    0x1,+2.6195328235626221e+00,-2.0055868625640869e+00,-1.3058693706989288e-01,-2.8036718722432852e-03,+8.0591288860887289e-04,+5.7755702442818802e-08,                      0,+2.6195328235626221e+00,
+5.1999998837709427e-01,                     53,                      2,                      1,                     -1,                    0x1,+5.0135150909423828e+01,-1.8750000000000000e+00,+6.7057470687359455e-14,+3.9719338928989600e-11,+1.6624999698251486e-03,-4.7482028316922033e-20,                      0,+5.0135150909423828e+01,                      1,                      1,                     -1,                    0x1,+2.6196393966674805e+00,-2.0055866241455078e+00,-1.3058663904666901e-01,-2.8036804869771004e-03,+8.5745641263201833e-04,+6.3126194049800688e-08,                      0,+2.6196393966674805e+00,
+5.2999998815357685e-01,                     54,                      2,                      1,                     -1,                    0x1,+5.0140399932861328e+01,-1.8750000000000000e+00,-1.1524114995609125e-13,+3.9719338928989600e-11,+1.6624999698251486e-03,-2.7575669189685566e-21,                      0,+5.0140399932861328e+01,                      1,                      1,                     -1,                    0x1,+2.6197640895843506e+00,-2.0055863857269287e+00,-1.3058628141880035e-01,-2.8036886360496283e-03,+9.1693329159170389e-04,+6.9021943716052192e-08,                      0,+2.6197640895843506e+00,
+5.3999998793005943e-01,                     55,                      2,                      1,                     -1,                    0x1,+5.0145748138427734e+01,-1.8750000000000000e+00,-1.3167245072054357e-13,+3.9719338928989600e-11,+1.6624999698251486e-03,-5.7004260109993993e-20,                      0,+5.0145748138427734e+01,                      1,                      1,                     -1,                    0x1,+2.6199071407318115e+00,-2.0055859088897705e+00,-1.3058587908744812e-01,-2.8036972507834435e-03,+9.8464707843959332e-04,+7.5345148786709615e-08,                      0,+2.6199071407318115e+00,
