simFrame,playerId.0,lightMask.0,steering.0,playerId.1,lightMask.1,steering.1,playerId.2,lightMask.2,steering.2,playerId.3,lightMask.3,steering.3,playerId.4,lightMask.4,steering.4,playerId.5,lightMask.5,steering.5,playerId.6,lightMask.6,steering.6,playerId.7,lightMask.7,steering.7,playerId.8,lightMask.8,steering.8,playerId.9,lightMask.9,steering.9
1,1,                      0,0.0,2,                  0x400,0.0,3,                  0x400,0.0,4.0,                  0x400,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2,1,                      0,0.0,2,                  0x400,-3.7296554733501346e-17,3,                  0x400,-5.2041704279304207e-17,4.0,                  0x400,-1.786765180256111e-16,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
3,1,                      0,0.0,2,                  0x400,-1.1882855810441126e-16,3,                  0x400,-2.1857515797307767e-16,4.0,                  0x400,-4.805184028455756e-16,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
4,1,                      0,0.0,2,                  0x400,-3.0357660829594124e-16,3,                  0x400,-2.1857515797307767e-16,4.0,                  0x400,-5.984795992119984e-17,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
5,1,                      0,0.0,2,                  0x400,-4.4235448637408575e-17,3,                  0x400,6.678685382510706e-17,4.0,                  0x400,-4.1459891075845685e-16,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
6,1,                      0,0.0,2,                  0x400,1.0928757898653883e-16,3,                  0x400,-1.9775847626135598e-16,4.0,                  0x400,-2.8536201179818477e-16,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7,1,                      0,0.0,2,                  0x400,6.678685382510706e-17,3,                  0x400,-1.9775847626135598e-16,4.0,                  0x400,-3.0357660829594124e-16,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
8,1,                      0,0.0,2,                  0x400,-8.153200337090993e-17,3,                  0x400,9.887923813067799e-17,4.0,                  0x400,-4.518954654919582e-16,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
9,1,                      0,0.0,2,                  0x400,-3.348016308635237e-16,3,                  0x400,-2.0816681711721683e-16,4.0,                  0x400,-1.474514954580286e-16,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
10,1,                      0,0.0,2,                  0x400,-1.9255430583342559e-16,3,                  0x400,3.625572064791527e-16,4.0,                  0x400,5.117434254131581e-17,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
