                simTime,               simFrame,               playerId,              lightMask,               steering,    steeringWheelTorque,               playerId,              lightMask,               steering,    steeringWheelTorque,               playerId,              lightMask,               steering,    steeringWheelTorque,               playerId,              lightMask,               steering,    steeringWheelTorque,
+0.0000000000000000e+00,                      1,                      1,                      0,+0.0000000000000000e+00,+0.0000000000000000e+00,                      2,                  0x400,+0.0000000000000000e+00,+0.0000000000000000e+00,                      3,                  0x400,+0.0000000000000000e+00,+0.0000000000000000e+00,                      4,                  0x400,+0.0000000000000000e+00,+0.0000000000000000e+00,
+9.9999997764825821e-03,                      2,                      1,                      0,+0.0000000000000000e+00,+0.0000000000000000e+00,                      2,                  0x400,-1.1622647289044608e-16,+0.0000000000000000e+00,                      3,                  0x400,+1.6132928326584306e-16,+0.0000000000000000e+00,                      4,                  0x400,+4.1633363423443370e-17,+0.0000000000000000e+00,
+1.9999999552965164e-02,                      3,                      1,                      0,+0.0000000000000000e+00,+0.0000000000000000e+00,                      2,                  0x400,-3.7730235602495554e-16,+0.0000000000000000e+00,                      3,                  0x400,+3.7296554733501353e-16,+0.0000000000000000e+00,                      4,                  0x400,+6.6786853825107073e-17,+0.0000000000000000e+00,
+2.9999999329447746e-02,                      4,                      1,                      0,+0.0000000000000000e+00,+0.0000000000000000e+00,                      2,                  0x400,+2.1684043449710089e-17,+0.0000000000000000e+00,                      3,                  0x400,-2.2985086056692694e-16,+0.0000000000000000e+00,                      4,                  0x400,-2.0816681711721685e-16,+0.0000000000000000e+00,
+3.9999999105930328e-02,                      5,                      1,                      0,+0.0000000000000000e+00,+0.0000000000000000e+00,                      2,                  0x400,-3.3306690738754696e-16,+0.0000000000000000e+00,                      3,                  0x400,-2.1857515797307769e-16,+0.0000000000000000e+00,                      4,                  0x400,-5.0393716977126246e-16,+0.0000000000000000e+00,
+4.9999998882412910e-02,                      6,                      1,                      0,+0.0000000000000000e+00,+0.0000000000000000e+00,                      2,                  0x400,-1.8214596497756474e-16,+0.0000000000000000e+00,                      3,                  0x400,-2.1857515797307769e-16,+0.0000000000000000e+00,                      4,                  0x400,-5.2562121322097255e-16,+0.0000000000000000e+00,
+5.9999998658895493e-02,                      7,                      1,                      0,+0.0000000000000000e+00,+0.0000000000000000e+00,                      2,                  0x400,-2.2204460492503131e-16,+0.0000000000000000e+00,                      3,                  0x400,-2.1857515797307769e-16,+0.0000000000000000e+00,                      4,                  0x400,-5.0393716977126246e-16,+0.0000000000000000e+00,
+6.9999998435378075e-02,                      8,                      1,                      0,+0.0000000000000000e+00,+0.0000000000000000e+00,                      2,                  0x400,-3.4867941867133823e-16,+0.0000000000000000e+00,                      3,                  0x400,-2.2985086056692694e-16,+0.0000000000000000e+00,                      4,                  0x400,-8.0057488416329647e-16,+0.0000000000000000e+00,
+7.9999998211860657e-02,                      9,                      1,                      0,+0.0000000000000000e+00,+0.0000000000000000e+00,                      2,                  0x400,-6.5919492087118670e-17,+0.0000000000000000e+00,                      3,                  0x400,-8.1098322501915732e-16,+0.0000000000000000e+00,                      4,                  0x400,-5.0393716977126246e-16,+0.0000000000000000e+00,
+8.9999997988343239e-02,                     10,                      1,                      0,+0.0000000000000000e+00,+0.0000000000000000e+00,                      2,                  0x400,-4.3801767768414379e-16,+0.0000000000000000e+00,                      3,                  0x400,-2.1770779623508929e-16,+0.0000000000000000e+00,                      4,                  0x400,-2.2985086056692694e-16,+0.0000000000000000e+00,
+9.9999997764825821e-02,                     11,                      1,                      0,+0.0000000000000000e+00,+0.0000000000000000e+00,                      2,                  0x400,-4.3281350725621337e-16,+0.0000000000000000e+00,                      3,                  0x400,-2.1770779623508929e-16,+0.0000000000000000e+00,                      4,                  0x400,-2.2985086056692694e-16,+0.0000000000000000e+00,
+1.0999999754130840e-01,                     12,                      1,                      0,+0.0000000000000000e+00,+0.0000000000000000e+00,                      2,                  0x400,-5.1521287236511171e-16,+0.0000000000000000e+00,                      3,                  0x400,-2.2898349882893854e-16,+0.0000000000000000e+00,                      4,                  0x400,-2.2985086056692694e-16,+0.0000000000000000e+00,
+1.1999999731779099e-01,                     13,                      1,                      0,+0.0000000000000000e+00,+0.0000000000000000e+00,                      2,                  0x400,-1.4484941024406339e-16,+0.0000000000000000e+00,                      3,                  0x400,-2.1770779623508929e-16,+0.0000000000000000e+00,                      4,                  0x400,-5.2562121322097255e-16,+0.0000000000000000e+00,
+1.2999999709427357e-01,                     14,                      1,                      0,+0.0000000000000000e+00,+0.0000000000000000e+00,                      2,                  0x400,-5.1521287236511171e-16,+0.0000000000000000e+00,                      3,                  0x400,-2.1770779623508929e-16,+0.0000000000000000e+00,                      4,                  0x400,-2.0816681711721685e-16,+0.0000000000000000e+00,
+1.3999999687075615e-01,                     15,                      1,                      0,+0.0000000000000000e+00,+0.0000000000000000e+00,                      2,                  0x400,-4.2240516640035253e-16,+0.0000000000000000e+00,                      3,                  0x400,-2.1770779623508929e-16,+0.0000000000000000e+00,                      4,                  0x400,-2.0816681711721685e-16,+0.0000000000000000e+00,
+1.4999999664723873e-01,                     16,                      1,                      0,+0.0000000000000000e+00,+0.0000000000000000e+00,                      2,                  0x400,-4.8051840284557557e-16,+0.0000000000000000e+00,                      3,                  0x400,-2.2811613709095013e-16,+0.0000000000000000e+00,                      4,                  0x400,-2.0816681711721685e-16,+0.0000000000000000e+00,
+1.5999999642372131e-01,                     17,                      1,                      0,+0.0000000000000000e+00,+0.0000000000000000e+00,                      2,                  0x400,-4.4235448637408581e-17,+0.0000000000000000e+00,                      3,                  0x400,-8.0838113980519211e-16,+0.0000000000000000e+00,                      4,                  0x400,-5.2562121322097255e-16,+0.0000000000000000e+00,
