                simTime,               simFrame,               playerId,                 roadId,                 laneId,                  flags,                  roadS,                  roadT,             laneOffset,                 hdgRel,               pitchRel,                rollRel,               roadType,                  pathS,               playerId,                 roadId,                 laneId,                  flags,                  roadS,                  roadT,             laneOffset,                 hdgRel,               pitchRel,                rollRel,               roadType,                  pathS,
+1.8949999576434493e+01,                   1896,                      2,                      1,                     -1,                    0x1,+1.8697529602050781e+02,-1.8750000000000000e+00,-7.8981265971833636e-13,+3.9719338928989600e-11,-0.0000000000000000e+00,-1.6088136827286805e-17,                      0,+1.8697529602050781e+02,                      1,                      1,                     -1,                    0x1,+1.1395971679687500e+02,-1.8621872663497925e+00,+1.2812744826078415e-02,-8.5311353905126452e-04,+1.0715634562075138e-03,-1.3451496670313645e-05,                      0,+1.1395971679687500e+02,
+1.8959999576210976e+01,                   1897,                      2,                      1,                     -1,                    0x1,+1.8707252502441406e+02,-1.8750000000000000e+00,-1.2416734307407751e-12,+3.9719338928989600e-11,-0.0000000000000000e+00,-7.1502829855230575e-20,                      0,+1.8707252502441406e+02,                      1,                      1,                     -1,                    0x1,+1.1405039215087891e+02,-1.8621059656143188e+00,+1.2894044630229473e-02,-8.5474672960117459e-04,+1.0623856214806437e-03,-1.4014047337695956e-05,                      0,+1.1405039215087891e+02,
+1.8969999575987458e+01,                   1898,                      2,                      1,                     -1,                    0x1,+1.8716973876953125e+02,-1.8750000000000000e+00,-1.2780887459484802e-12,+3.9719338928989600e-11,-0.0000000000000000e+00,+4.4331752313044455e-18,                      0,+1.8716973876953125e+02,                      1,                      1,                     -1,                    0x1,+1.1414108276367188e+02,-1.8620251417160034e+00,+1.2974845245480537e-02,-8.5639365715906024e-04,+1.0445767547935247e-03,-1.3212239537097048e-05,                      0,+1.1414108276367188e+02,
+1.8979999575763941e+01,                   1899,                      2,                      1,                     -1,                    0x1,+1.8726696777343750e+02,-1.8750000000000000e+00,-1.1546319456101628e-14,+3.9719338928989600e-11,-0.0000000000000000e+00,+4.2901697654644404e-18,                      0,+1.8726696777343750e+02,                      1,                      1,                     -1,                    0x1,+1.1423179626464844e+02,-1.8619443178176880e+00,+1.3055677525699139e-02,-8.5791986202821136e-04,+1.0157562792301178e-03,-1.2469727153074928e-05,                      0,+1.1423179626464844e+02,
+1.8989999575540423e+01,                   1900,                      2,                      1,                     -1,                    0x1,+1.8736418151855469e+02,-1.8750000000000000e+00,-2.8999025403209089e-12,+3.9719338928989600e-11,-0.0000000000000000e+00,-3.5751415573850141e-19,                      0,+1.8736418151855469e+02,                      1,                      1,                     -1,                    0x1,+1.1432252502441406e+02,-1.8618627786636353e+00,+1.3137243688106537e-02,-8.5936085088178515e-04,+9.7392685711383820e-04,-1.3098275303491391e-05,                      0,+1.1432252502441406e+02,
+1.8999999575316906e+01,                   1901,                      2,                      1,                     -1,                    0x1,+1.8746141052246094e+02,-1.8750000000000000e+00,-9.9475983006414026e-13,+3.9719338928989600e-11,-0.0000000000000000e+00,-3.5751415573850141e-19,                      0,+1.8746141052246094e+02,                      1,                      1,                     -1,                    0x1,+1.1441324615478516e+02,-1.8617810010910034e+00,+1.3218973763287067e-02,-8.6081348126754165e-04,+9.1784965479746461e-04,-1.3701220268558245e-05,                      0,+1.1441324615478516e+02,
+1.9009999575093389e+01,                   1902,                      2,                      1,                     -1,                    0x1,+1.8755862426757812e+02,-1.8750000000000000e+00,-5.5733195836182858e-14,+3.9719338928989600e-11,-0.0000000000000000e+00,+6.1492433029263441e-18,                      0,+1.8755862426757812e+02,                      1,                      1,                     -1,                    0x1,+1.1450395965576172e+02,-1.8616998195648193e+00,+1.3300224207341671e-02,-8.6233933689072728e-04,+8.4718782454729080e-04,-1.2917639651277568e-05,                      0,+1.1450395965576172e+02,
+1.9019999574869871e+01,                   1903,                      2,                      1,                     -1,                    0x1,+1.8765585327148438e+02,-1.8750000000000000e+00,-1.8849366512085908e-12,+3.9719338928989600e-11,-0.0000000000000000e+00,-1.2155481140012683e-17,                      0,+1.8765585327148438e+02,                      1,                      1,                     -1,                    0x1,+1.1459466552734375e+02,-1.8616182804107666e+00,+1.3381680473685265e-02,-8.6397939594462514e-04,+7.6271482976153493e-04,-1.2112926924601197e-05,                      0,+1.1459466552734375e+02,
+1.9029999574646354e+01,                   1904,                      2,                      1,                     -1,                    0x1,+1.8775306701660156e+02,-1.8750000000000000e+00,-1.5720758028692217e-13,+3.9719338928989600e-11,-0.0000000000000000e+00,+1.0796927146581103e-17,                      0,+1.8775306701660156e+02,                      1,                      1,                     -1,                    0x1,+1.1468535614013672e+02,-1.8615360260009766e+00,+1.3463977724313736e-02,-8.6564355297014117e-04,+6.6592759685590863e-04,-1.2714035619865172e-05,                      0,+1.1468535614013672e+02,
+1.9039999574422836e+01,                   1905,                      2,                      1,                     -1,                    0x1,+1.8785029602050781e+02,-1.8750000000000000e+00,-1.2976286711818830e-12,+3.9719338928989600e-11,-0.0000000000000000e+00,-7.5792996156876201e-18,                      0,+1.8785029602050781e+02,                      1,                      1,                     -1,                    0x1,+1.1477602386474609e+02,-1.8614536523818970e+00,+1.3546377420425415e-02,-8.6722924606874585e-04,+5.5894802790135145e-04,-1.3388270417635795e-05,                      0,+1.1477602386474609e+02,
+1.9049999574199319e+01,                   1906,                      2,                      1,                     -1,                    0x1,+1.8794752502441406e+02,-1.8750000000000000e+00,-1.5647483309066956e-12,+3.9719338928989600e-11,-0.0000000000000000e+00,+8.7233449967688858e-18,                      0,+1.8794752502441406e+02,                      1,                      1,                     -1,                    0x1,+1.1486667633056641e+02,-1.8613718748092651e+00,+1.3628158718347549e-02,-8.6877745343372226e-04,+4.4439299381338060e-04,-1.2651652468775865e-05,                      0,+1.1486667633056641e+02,
