simFrame,playerId_0,laneId_0,roadS_0,roadT_0,hdgRel_0,playerId_1,laneId_1,roadS_1,roadT_1,hdgRel_1,playerId_2,laneId_2,roadS_2,roadT_2,hdgRel_2,playerId_3,laneId_3,roadS_3,roadT_3,hdgRel_3,playerId_4,laneId_4,roadS_4,roadT_4,hdgRel_4,playerId_5,laneId_5,roadS_5,roadT_5,hdgRel_5,playerId_6,laneId_6,roadS_6,roadT_6,hdgRel_6,playerId_7,laneId_7,roadS_7,roadT_7,hdgRel_7,playerId_8,laneId_8,roadS_8,roadT_8,hdgRel_8,playerId_9,laneId_9,roadS_9,roadT_9,hdgRel_9
2,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.3032254028320312e+02,-5.1314382553100586e+00,-4.8266025260090828e-03,2.0,                     -2,+2.0000000000000000e+02,-5.1696248054504395e+00,-3.6281209904700518e-03,3.0,                     -1,+2.5000000000000000e+02,-1.6567735671997070e+00,-2.3527562152594328e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
3,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.3032254028320312e+02,-5.1314382553100586e+00,-4.8266025260090828e-03,2.0,                     -2,+2.0000015258789062e+02,-5.1696248054504395e+00,-3.6281298380345106e-03,3.0,                     -1,+2.5000015258789062e+02,-1.6567733287811279e+00,-2.3527578450739384e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
4,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.3032254028320312e+02,-5.1314382553100586e+00,-4.8266025260090828e-03,2.0,                     -2,+2.0000039672851562e+02,-5.1696243286132812e+00,-3.6281438078731298e-03,3.0,                     -1,+2.5000039672851562e+02,-1.6567730903625488e+00,-2.3527606390416622e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
5,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.3032254028320312e+02,-5.1314382553100586e+00,-4.8266025260090828e-03,2.0,                     -2,+2.0000074768066406e+02,-5.1696238517761230e+00,-3.6281626671552658e-03,3.0,                     -1,+2.5000074768066406e+02,-1.6567727327346802e+00,-2.3527641315013170e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
6,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.3032254028320312e+02,-5.1314382553100586e+00,-4.8266025260090828e-03,2.0,                     -2,+2.0000120544433594e+02,-5.1696228981018066e+00,-3.6281859502196312e-03,3.0,                     -1,+2.5000120544433594e+02,-1.6567721366882324e+00,-2.3527687881141901e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.3032254028320312e+02,-5.1314382553100586e+00,-4.8266025260090828e-03,2.0,                     -2,+2.0000175476074219e+02,-5.1696219444274902e+00,-3.6282145883888006e-03,3.0,                     -1,+2.5000175476074219e+02,-1.6567715406417847e+00,-2.3527746088802814e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
8,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.3032254028320312e+02,-5.1314382553100586e+00,-4.8266025260090828e-03,2.0,                     -2,+2.0000239562988281e+02,-5.1696205139160156e+00,-3.6282478831708431e-03,3.0,                     -1,+2.5000239562988281e+02,-1.6567707061767578e+00,-2.3527808953076601e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
9,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.3032254028320312e+02,-5.1314382553100586e+00,-4.8266025260090828e-03,2.0,                     -2,+2.0000314331054688e+02,-5.1696190834045410e+00,-3.6282860673964024e-03,3.0,                     -1,+2.5000314331054688e+02,-1.6567698717117310e+00,-2.3527883458882570e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
10,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.3032254028320312e+02,-5.1314382553100586e+00,-4.8266025260090828e-03,2.0,                     -2,+2.0000399780273438e+02,-5.1696176528930664e+00,-3.6283289082348347e-03,3.0,                     -1,+2.5000399780273438e+02,-1.6567687988281250e+00,-2.3527969606220722e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
11,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.3032254028320312e+02,-5.1314382553100586e+00,-4.8266025260090828e-03,2.0,                     -2,+2.0000494384765625e+02,-5.1696162223815918e+00,-3.6283768713474274e-03,3.0,                     -1,+2.5000494384765625e+02,-1.6567677259445190e+00,-2.3528062738478184e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
12,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.3032254028320312e+02,-5.1314382553100586e+00,-4.8266025260090828e-03,2.0,                     -2,+2.0000599670410156e+02,-5.1696143150329590e+00,-3.6284294910728931e-03,3.0,                     -1,+2.5000599670410156e+02,-1.6567665338516235e+00,-2.3528167512267828e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
13,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.3032254028320312e+02,-5.1314382553100586e+00,-4.8266025260090828e-03,2.0,                     -2,+2.0000715637207031e+02,-5.1696119308471680e+00,-3.6284870002418756e-03,3.0,                     -1,+2.5000715637207031e+02,-1.6567651033401489e+00,-2.3528281599283218e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
14,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.3032254028320312e+02,-5.1314382553100586e+00,-4.8266025260090828e-03,2.0,                     -2,+2.0000840759277344e+02,-5.1696095466613770e+00,-3.6285493988543749e-03,3.0,                     -1,+2.5000840759277344e+02,-1.6567636728286743e+00,-2.3528402671217918e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
15,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.3032254028320312e+02,-5.1314382553100586e+00,-4.8266025260090828e-03,2.0,                     -2,+2.0000975036621094e+02,-5.1696071624755859e+00,-3.6286164540797472e-03,3.0,                     -1,+2.5000975036621094e+02,-1.6567621231079102e+00,-2.3528535384684801e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
16,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.3032254028320312e+02,-5.1314382553100586e+00,-4.8266025260090828e-03,2.0,                     -2,+2.0001119995117188e+02,-5.1696047782897949e+00,-3.6286886315792799e-03,3.0,                     -1,+2.5001119995117188e+02,-1.6567603349685669e+00,-2.3528677411377430e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
17,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.3032254028320312e+02,-5.1314382553100586e+00,-4.8266025260090828e-03,2.0,                     -2,+2.0001275634765625e+02,-5.1696019172668457e+00,-3.6287652328610420e-03,3.0,                     -1,+2.5001275634765625e+02,-1.6567585468292236e+00,-2.3528828751295805e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
18,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.3032254028320312e+02,-5.1314382553100586e+00,-4.8266025260090828e-03,2.0,                     -2,+2.0001440429687500e+02,-5.1695990562438965e+00,-3.6288469564169645e-03,3.0,                     -1,+2.5001440429687500e+02,-1.6567566394805908e+00,-2.3528989404439926e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
19,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.3032254028320312e+02,-5.1314382553100586e+00,-4.8266025260090828e-03,2.0,                     -2,+2.0001614379882812e+02,-5.1695957183837891e+00,-3.6289331037551165e-03,3.0,                     -1,+2.5001614379882812e+02,-1.6567546129226685e+00,-2.3529157042503357e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
20,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.3032254028320312e+02,-5.1314382553100586e+00,-4.8266025260090828e-03,2.0,                     -2,+2.0001800537109375e+02,-5.1695923805236816e+00,-3.6290243733674288e-03,3.0,                     -1,+2.5001800537109375e+02,-1.6567523479461670e+00,-2.3529338650405407e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
21,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.3032254028320312e+02,-5.1314382553100586e+00,-4.8266025260090828e-03,2.0,                     -2,+2.0001994323730469e+02,-5.1695885658264160e+00,-3.6291202995926142e-03,3.0,                     -1,+2.5001994323730469e+02,-1.6567500829696655e+00,-2.3529527243226767e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
22,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.3032254028320312e+02,-5.1314382553100586e+00,-4.8266025260090828e-03,2.0,                     -2,+2.0002200317382812e+02,-5.1695852279663086e+00,-3.6292208824306726e-03,3.0,                     -1,+2.5002200317382812e+02,-1.6567476987838745e+00,-2.3529725149273872e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
23,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.3032254028320312e+02,-5.1314382553100586e+00,-4.8266025260090828e-03,2.0,                     -2,+2.0002415466308594e+02,-5.1695814132690430e+00,-3.6293261218816042e-03,3.0,                     -1,+2.5002415466308594e+02,-1.6567451953887939e+00,-2.3529932368546724e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
24,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.3032254028320312e+02,-5.1314382553100586e+00,-4.8266025260090828e-03,2.0,                     -2,+2.0002639770507812e+02,-5.1695771217346191e+00,-3.6294364836066961e-03,3.0,                     -1,+2.5002639770507812e+02,-1.6567424535751343e+00,-2.3530148901045322e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
25,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.3032254028320312e+02,-5.1314382553100586e+00,-4.8266029916703701e-03,2.0,                     -2,+2.0002874755859375e+02,-5.1695728302001953e+00,-3.6295512691140175e-03,3.0,                     -1,+2.5002874755859375e+02,-1.6567397117614746e+00,-2.3530374746769667e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
26,-99.99,-99.99,-99.99,-99.99,-99.99,1.0,                     -2,+1.3032254028320312e+02,-5.1314382553100586e+00,-4.8266034573316574e-03,2.0,                     -2,+2.0003120422363281e+02,-5.1695685386657715e+00,-3.6296707112342119e-03,3.0,                     -1,+2.5003120422363281e+02,-1.6567368507385254e+00,-2.3530607577413321e-03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
